	ongetwijfeld/adv	word/verb	doorsta/verb	bijzonder/adj	bekom/verb	bevrijd/verb	hoe/adj	groei_cijfer/noun	nog/adv	veiligheid_situatie/noun	klus/noun	noodzakelijk/adj	regering/noun	blijk/verb	Portugees/noun	bestrijding/noun	claim/noun	knok/verb	strijd/noun	voorspel/verb	verdedig/adj	oplossing/noun	behoorlijk/adj	reconstrueer/verb	koor/noun	rit/noun	cover/noun	schets/verb	kunstenaar/noun	demonstreer/verb	ervaar/verb	lijk/verb	op/adj	operatie/noun	leer/verb	perfect/adj	bereid/adj	zee/noun	clandestien/adj	post/noun	trek_aan/verb	altijd/adv	zelfs/adv	knot_gek/adj	begrijp/verb	al/adv	zorg/verb	beloof/verb	onderdeel/noun	Koerdisch/adj	dans/noun	echter/adv	parkoers/noun	definitie/noun	aandenken/noun	impasse/noun	opgenomen/adj	breng_op/verb	deelnemer/noun	god/noun	haal_uit/verb	zo/adv	reuze/adj	zijn/adj	brandweer/noun	voed/verb	vind/verb	meest/adj	begin/verb	beleef/verb	manoeuvreer/verb	moment/noun	tocht/noun	kwestie/noun	paar/noun	tijd/noun	sport/noun	zaak/noun	breng/verb	genoeg/adv	boekdeel/noun	uitslag/noun	positie/noun	prognose/noun	opdracht/noun	sprint/noun	het/noun	uiterst/adj	bel/noun	onderneem/verb	red/verb	publicitair/adj	kan/verb	tegenstander/noun	vreemde/noun	tafereel/noun	vang/verb	automobilist/noun	gijzelaar/noun	gedicht/noun	functioneer/verb	rente/noun	vrouw/noun	dreig/verb	avontuur/noun	opgaaf/noun	omgeving/noun	regelmatig/adj	toestand/noun	film/noun	binnenlands/adj	plotseling/adj	vracht_wagen/noun	kritiek/noun	duur/verb	ga_op/verb	verkeer/verb	toch/adv	verhaal/noun	zo/adj	ben/verb	dat/noun	opnieuw/adv	soms/adv	bestaan/noun	recent/adj	stand_DIM/noun	hulp/noun	ga_uit/verb	complex/adj	asymmetrische/adj	olie_prijs/noun	bespaar/verb	financieel/adj	woon/verb	knijp_dicht/verb	gewraakt/adj	dergelijk/adj	maak/verb	omstandigheid/noun	optie/noun	poging/noun	besluit/noun	even/adv	gemeente_kas/noun	overleef/verb	zie_uit/verb	gepaard/adj	talloos/adj	krakkemikkige/adj	stap/verb	doceer/verb	steeds/adv	trek/verb	situatie/noun	volk_raadpleging/noun	tref_aan/verb	gebied/noun	muzikaal/adj	stunt_werk/noun	leid/verb	meen/verb	blijf/verb	natuurlijk/adj	ambulanciers/noun	heel/adv	overhaast/adj	beschikbaar/adj	even/adj	warenhuis/noun	huidig/adj	voorbij/adj	koers/noun	enquête/noun	toer/noun	temeer/adv	exercitie/noun	luchtvaart/noun	ouverture/noun	kussen/noun	reis/noun	oversteek/noun	schipper/noun	slachtoffer/noun	vaak/adj	club/noun	herinner/verb	buig_om/verb	lijm/verb	standpunt/noun	wat/adv	minst/adj	onvoorspelbaar/adj	Brussels/adj	onderweg/adj	kracht/noun	weliswaar/adv	structuur/noun	iets/adv	onderneming/noun	onderwerp/noun	zeker/adv	angst/noun	chauffeur/noun	lever_op/verb	capriool/noun	president/noun	doel/noun
toch/adv	0.73892677	0.7945111	0.7490954	0.67627084	0.72456086	0.9392236	0.6665065	0.8266937	0.508005	0.82856596	0.6750836	0.6146571	0.8934288	0.78323734	0.8509604	0.9475491	0.88928854	0.63297	0.89443564	0.84942174	0.6924316	0.81257606	0.643314	0.9115507	0.96282184	0.8925755	0.9111534	0.8745693	0.88631594	0.8635201	0.71244276	0.56920624	0.5541184	0.8219374	0.82503927	0.7437148	0.6749165	0.8903438	0.9411366	0.7971259	0.90544844	0.4649427	0.5097681	0.8861366	0.74771863	0.61740357	0.85154533	0.88967633	0.93020743	0.9629852	0.93410784	0.43859667	0.8447506	0.8063936	0.94556737	0.81452787	0.9387796	0.6894383	0.949257	0.8712875	0.89268196	0.4961995	0.6905987	0.5550401	0.9078174	0.8405599	0.6897627	0.7527848	0.90296805	0.86133695	0.8758035	0.6934136	0.89201325	0.8198089	0.69001424	0.6540761	0.7872955	0.8263271	0.9491002	0.5582305	0.8578744	0.8909561	0.90238094	0.78879833	0.85937	0.838544	0.46293092	0.7637675	0.8953768	0.9511326	0.8494784	0.7026832	0.6660605	0.8256078	0.81060517	0.8329675	0.89050823	0.81981254	0.93726885	0.8945615	0.7049109	0.86731637	0.8694836	0.88345695	0.82892334	0.6299014	0.85	0.85324186	0.82553005	0.8621361	0.95053935	0.703557	0.9751854	0.79011863	0.63479364	0.9146368	0.93134534	0.0	0.8842449	0.5077214	0.62895334	0.6811663	0.8003702	0.54722464	0.8618221	0.90419346	0.7818978	0.92183095	0.89533246	0.7404268	0.8217436	0.8431051	0.8424041	0.8812885	0.8567989	0.66026497	0.8453205	0.7620125	0.86722744	0.7155766	0.8086041	0.8511262	0.9209525	0.6356188	0.7069234	0.8469604	0.5125667	0.86576355	0.8985598	0.902202	0.9216488	0.9333081	0.6407094	0.9197666	0.69576937	0.93152297	0.9298041	0.92785597	0.87236804	0.57734835	0.9164759	0.88566756	0.72566825	0.54401743	0.91402984	0.4521417	0.86669475	0.79271793	0.43922526	0.9229257	0.87099814	0.7243403	0.8574028	0.83475095	0.80400443	0.60493517	0.8137427	0.8464004	0.8787131	0.9058102	0.8665794	0.8558256	0.86050236	0.90973693	0.63652444	0.85932094	0.79038435	0.8338571	0.78148687	0.70522106	0.5020531	0.55902886	0.7303264	0.97039	0.79908055	0.732087	0.68650234	0.87076885	0.7184322	0.8593806	0.84261954	0.6908462	0.81939745	0.9165278	0.8069729	0.8137958	0.9340565	0.79918265
verhaal/noun	0.691164	0.7176946	0.8500211	0.65943563	0.78166044	0.9375709	0.58642745	0.91996074	0.9052931	0.9565538	0.8084571	0.85663754	0.9664986	0.86163	0.7606421	0.9438027	0.87124896	0.98294854	0.88818693	0.9289193	0.9439021	0.85279226	0.82546365	0.6903484	0.7151189	0.9545208	0.6461103	0.49639028	0.6005949	0.7221923	0.758502	0.8600337	0.9129265	0.7647146	0.8107549	0.70704466	0.91086566	0.7559631	0.8109021	0.9159187	0.9849168	0.86501515	0.80961657	0.6862407	0.78174627	0.8699226	0.84588456	0.8838716	0.7486482	0.9342461	0.6383223	0.8463624	0.72599286	0.7942648	0.87894964	0.81132925	0.5775057	0.9088388	0.92703384	0.8493804	0.9610434	0.67610633	0.82423013	0.9132157	0.97315234	0.81556714	0.9299471	0.7538012	0.7289386	0.6877583	0.92191637	0.7690629	0.73158157	0.853704	0.731784	0.8552135	0.7892	0.6806294	0.72844255	0.74752617	0.68725693	0.97306865	0.92212635	0.9066389	0.71589124	0.8650497	0.8783987	0.75412107	0.94190234	0.8757888	0.90576035	0.85223556	0.7989651	0.95152944	0.7870189	0.5624655	0.8924194	0.8999	0.9376791	0.36150515	0.8972636	0.94869715	0.8527113	0.9436506	0.63798654	0.84838927	0.7095765	0.8089051	0.70625347	0.41597456	0.9577331	0.8406142	0.945515	0.9067355	0.8852963	0.8965306	0.9569037	0.8842449	0.0	0.7931314	0.84475005	0.8919556	0.7482523	0.6935426	0.8466221	0.7781066	0.8070297	0.91969687	0.93119967	0.6407943	0.8429592	0.9282947	0.90799314	0.84213513	0.960886	0.8835318	0.8134948	0.7889168	0.7711626	0.73996603	0.8635379	0.9095521	0.84578913	0.7164416	0.9375837	0.7810602	0.9040568	0.8175039	0.5595417	0.7203349	0.88679916	0.7295102	0.73455656	0.93415534	0.7019893	0.86440474	0.84776175	0.8955133	0.5414289	0.8569208	0.8831545	0.84159803	0.94888663	0.8247161	0.91847545	0.7655028	0.8934407	0.9281148	0.8941721	0.8944681	0.9073817	0.8777399	0.95422655	0.88808095	0.798094	0.82742083	0.8284014	0.8517212	0.50944674	0.9546391	0.6969217	0.93516064	0.89088297	0.87908816	0.69037414	0.95283234	0.70546544	0.89968085	0.8490247	0.861973	0.8441025	0.93976706	0.728685	0.946368	0.8438552	0.87684953	0.8274979	0.52134883	0.82191485	0.8267629	0.57402176	0.95118	0.8238619	0.96024704	0.77257943	0.8803481	0.94312805	0.9118893
zo/adj	0.7710853	0.8812962	0.9526161	0.5622227	0.9377312	0.9356977	0.5697417	0.96096486	0.85667753	0.7991659	0.7409158	0.6206758	0.9590815	0.78244233	0.9635857	0.9725286	0.9859557	0.84100497	0.95002514	0.8646213	0.82303333	0.73277295	0.6203057	0.9240348	0.9933043	0.9704516	0.92706937	0.7662181	0.90344596	0.9009439	0.76680106	0.70966494	0.93066275	0.81673306	0.90182585	0.6818583	0.78410935	0.89241356	0.915838	0.8884133	0.9789548	0.54990685	0.65587294	0.8561812	0.7473736	0.78280914	0.93076587	0.9557588	0.8314895	0.9860312	0.81267893	0.5553685	0.9064428	0.7627054	0.9802496	0.877168	0.87986916	0.8682373	0.99625444	0.8856359	0.9779232	0.37604594	0.59099853	0.8674163	0.96178854	0.92634976	0.730505	0.74053955	0.9815651	0.94850516	0.8268271	0.7722713	0.98479426	0.7123612	0.9731647	0.85383594	0.7484309	0.7042247	0.9657348	0.48460984	0.8682872	0.9233357	0.86059546	0.8332094	0.8054573	0.83966553	0.4474036	0.58311594	0.9649255	0.95573264	0.89340717	0.81863993	0.8565171	0.79072547	0.9818961	0.9094988	0.89283687	0.8502884	0.94063795	0.903171	0.85000384	0.94638264	0.8812532	0.92569166	0.90682703	0.69621956	0.6749624	0.89962196	0.75183374	0.8682176	0.9337451	0.7981634	0.91695434	0.89642155	0.9036435	0.94091666	0.8557369	0.5077214	0.7931314	0.0	0.57193726	0.64036876	0.9488252	0.57913405	0.9529865	0.9165453	0.9606108	0.9494313	0.87533945	0.6318399	0.810356	0.86536753	0.96739966	0.82402265	0.9108106	0.8876341	0.9443535	0.7611845	0.8230206	0.7900791	0.8698027	0.94676197	0.97868127	0.6413225	0.9028735	0.9766998	0.5385836	0.8724748	0.8689609	0.92128044	0.9961404	0.8807749	0.50426567	0.97203577	0.6386076	0.9628289	0.8910948	0.93232995	0.8899284	0.8966135	0.8406958	0.8872944	0.75970423	0.45831263	0.96256137	0.46497762	0.9373199	0.8112257	0.62733024	1.0	0.8304841	0.86237824	0.87142587	0.823357	0.9794995	0.6715188	0.8934109	0.7773533	0.8959894	0.88189954	0.968174	0.9770068	0.8157391	0.91330826	0.60121083	0.9350223	0.95682883	0.85031366	0.8465595	0.85395014	0.528543	0.8788974	0.60323036	0.97538203	0.8432021	0.88078153	0.774424	0.68815017	0.66907823	0.8866786	0.6608422	0.7377766	0.80783576	0.88348556	0.86223906	0.89010894	0.9918991	0.8312593
ben/verb	0.7740521	0.86347425	0.8522734	0.7004113	0.87866455	0.9153689	0.7559414	0.9545515	0.76667273	0.72195196	0.67932934	0.65226835	0.86044	0.5294444	0.9101331	0.7001457	0.92248416	0.7621166	0.9035799	0.86082333	0.7461724	0.7025064	0.8182006	0.8446689	0.9629272	0.93526006	0.9303078	0.78356755	0.86498904	0.8909564	0.68250835	0.33727986	0.8032138	0.69942296	0.8643781	0.7491751	0.9032785	0.9029455	0.9150706	0.7611451	0.9644999	0.42426836	0.5461615	0.9138481	0.7595625	0.741994	0.8537976	0.84068733	0.76552606	0.8337283	0.80359006	0.5574941	0.80088556	0.6207678	0.85287327	0.8920825	0.8245768	0.79071355	0.9047868	0.87001276	0.9397319	0.75282174	0.8303052	0.6911724	0.9293987	0.88424164	0.41365218	0.69671005	0.9338685	0.80729115	0.74674547	0.69994277	0.90633327	0.75136966	0.85220015	0.8097913	0.7220267	0.7705467	0.8147355	0.80196065	0.91412735	0.89762956	0.9317301	0.8336191	0.7307588	0.85412157	0.5931486	0.64073074	0.9090045	0.9018595	0.90493524	0.69967175	0.822862	0.8282436	0.9024887	0.8693192	0.86438996	0.81040555	0.866603	0.87426084	0.7320324	0.93689847	0.89526904	0.8881916	0.83655286	0.74033904	0.76148057	0.8400266	0.812755	0.8499571	0.8292496	0.9166934	0.9165456	0.91664785	0.85092306	0.9515141	0.8191939	0.62895334	0.84475005	0.57193726	0.0	0.6561847	0.7965387	0.6171745	0.864619	0.8971971	0.80196106	0.7133737	0.859734	0.51243687	0.845534	0.8740175	0.88534594	0.7344994	0.9331023	0.7616665	0.7468275	0.6500045	0.7248329	0.6609037	0.7826878	0.8777066	0.88572764	0.65327823	0.8193747	0.8408087	0.53127575	0.79221237	0.8291368	0.88731676	0.9191902	0.79831815	0.65050465	0.94206226	0.7339133	0.74403787	0.8939195	0.88020813	0.82105696	0.7688864	0.79517794	0.7379956	0.6106073	0.50337875	0.85609925	0.6843662	0.83977526	0.7768496	0.7937875	0.9474632	0.8402416	0.91389126	0.85887694	0.8920618	0.9237419	0.6138274	0.750311	0.6971134	0.8384486	0.9742747	0.8937361	0.866413	0.9027028	0.9257728	0.58276534	0.8529382	0.8656365	0.9062218	0.77163994	0.749534	0.79827356	0.65943813	0.6078177	0.98366493	0.93762124	0.85439456	0.7911589	0.74906874	0.83274364	0.7443892	0.68519974	0.7293491	0.90507793	0.8958924	0.77115923	0.8074335	0.91630346	0.86061686
dat/noun	0.7512218	0.8509679	0.8595252	0.67269695	0.9560763	0.9336579	0.8790405	0.81183463	0.78383195	0.89486057	0.6904197	0.7712372	0.8635304	0.74654496	0.94550866	0.81553924	0.9805938	0.8257418	0.94469774	0.7797595	0.7374643	0.7823715	0.6734182	0.87295556	0.9749635	0.89850223	0.954644	0.9344902	0.8104433	0.97076917	0.7538059	0.6449232	0.9191495	0.82882893	0.9112963	0.7210522	0.55757415	0.984202	0.9486399	0.93136495	0.95953536	0.7561603	0.76335925	0.92527807	0.886359	0.77233154	0.8626036	0.8249335	0.8410922	0.85879165	0.9282033	0.5022749	0.9233153	0.7682227	0.95379853	0.8417779	0.87659764	0.85501873	0.9289677	0.8864258	0.935129	0.663918	0.6507782	0.904608	0.92320406	0.8268456	0.8253433	0.72356045	0.8507807	0.9034877	0.9011005	0.8702512	0.96214217	0.76951647	0.9128512	0.83761275	0.85621005	0.9037863	0.919342	0.6084479	0.9229234	0.94192046	0.9469973	0.76068884	0.8364869	0.8946366	0.5301727	0.67755806	0.9659798	0.9299126	0.916519	0.7920155	0.8467132	0.7990297	0.92910844	0.91592824	0.7776554	0.8969609	0.9714712	0.9096704	0.87207925	0.9054768	0.91530466	0.9491606	0.9521449	0.66379416	0.86177826	0.8457464	0.9346719	0.8927221	0.73844194	0.73637474	0.9931231	0.92629087	0.91383624	0.9371549	0.89483666	0.6811663	0.8919556	0.64036876	0.6561847	0.0	0.7430158	0.7794287	0.89574695	0.74264055	0.86632776	0.8894448	0.7321587	0.65835917	0.85195637	0.9289289	0.9281008	0.8853853	0.92597604	0.93567204	0.7970608	0.6156796	0.8413952	0.8069657	0.7189418	0.9343512	0.93048555	0.7654634	0.79602003	0.8512004	0.91810054	0.8529563	0.8469965	0.8984772	0.9977747	0.9233943	0.7115373	0.98739946	0.8978404	0.78519297	0.8713834	0.88072497	0.9440445	0.8808954	0.865078	0.79984146	0.74884534	0.7352289	0.9644758	0.7082764	0.80911946	0.58342636	0.8367183	0.9118859	0.8315632	0.7020515	0.89832	0.78406966	0.9656267	0.6312555	0.7485268	0.82553375	0.95223176	0.98889023	0.9333378	0.9700798	0.96347225	0.8816291	0.8167787	0.9421537	0.8641163	0.88827306	0.77925175	0.78412414	0.8082484	0.8584116	0.7101551	0.97920686	0.87083447	0.91957283	0.7387158	0.9031938	0.7244051	0.83306956	0.78441703	0.7297131	0.9345372	0.9310625	0.8512624	0.93423253	0.9619167	0.81952155
opnieuw/adv	0.7415265	0.6519229	0.81615317	0.75815004	0.9188758	0.82091534	0.7946675	0.69645494	0.71501154	0.99151933	0.7075709	0.88351434	0.6877984	0.8241678	0.7654284	0.886422	0.85696536	0.67110443	0.841349	0.6999465	0.74331176	0.8029723	0.6274786	0.8351979	0.89033633	0.90357655	0.8639341	0.885239	0.8561019	0.88504755	0.79681396	0.75626224	0.9377922	0.8579847	0.8442293	0.83054173	0.7471521	0.87257314	0.87664914	0.8946661	0.80476546	0.7681985	0.74957055	0.7966343	0.8690313	0.7606107	0.7605652	0.8330406	0.92842287	0.7880496	0.890829	0.6999903	0.85997653	0.8533327	0.9769017	0.7445708	0.9058096	0.805045	0.9113898	0.9241477	0.8060464	0.81308097	0.79228324	0.9444406	0.9009298	0.69304764	0.8989969	0.886902	0.8523322	0.8599175	0.84293354	0.6715412	0.7681276	0.9491184	0.79571486	0.7206793	0.8440837	0.85136306	0.8834259	0.8138103	0.9343108	0.9528416	0.8842411	0.85029376	0.8589208	0.73700684	0.90025264	0.79097694	0.8254688	0.74596536	0.79936	0.8556021	0.7689552	0.8239086	0.89737403	0.8975332	0.7210718	0.867221	0.7860494	0.8595457	0.9466691	0.6205667	0.90044236	0.7634747	0.6430756	0.85235846	0.90572035	0.7535073	0.8683582	0.8387886	0.6551229	0.70213383	0.92465746	0.92207724	0.8714312	0.7043344	0.8682211	0.8003702	0.7482523	0.9488252	0.7965387	0.7430158	0.0	0.82484394	0.8367343	0.69992566	0.8141766	0.8380275	0.7665444	0.81919295	0.90120846	0.6584809	0.8665588	0.77313274	0.99354106	0.9265912	0.8645983	0.73848575	0.91312337	0.86926943	0.81933904	0.7560497	0.8085439	0.8221289	0.87239933	0.72623765	0.9402424	0.7673078	0.8251147	0.8723925	0.8580675	0.90308905	0.689329	0.9232409	0.88751113	0.8599072	0.9149536	0.8781608	0.7477025	0.7649157	0.81962407	0.84979206	0.64851975	0.89177734	0.82296103	0.79881555	0.7540491	0.74632	0.82850003	0.84182775	0.7155074	0.60752904	0.6949055	0.9093544	0.6668911	0.8094748	0.8996606	0.8570245	0.8065125	0.9456401	0.7950539	0.84261125	0.8387486	0.8637362	0.886414	0.80666935	0.89354455	0.7924682	0.652533	0.8807854	0.76706886	0.91106236	0.8119019	0.85505855	0.7792946	0.8173559	0.5820658	0.9337697	0.6280926	0.8091726	0.94499886	0.8246668	0.7803437	0.8572692	0.8122542	0.7701644	0.7267933	0.8531311
soms/adv	0.5827634	0.81149215	0.7799401	0.5813424	0.84049404	0.8910721	0.59075403	0.91870534	0.6918411	0.5974509	0.6161672	0.70617485	0.85480857	0.7606777	0.78076375	0.87084305	0.89571697	0.8520281	0.8063086	0.80872154	0.8278725	0.7404071	0.6122787	0.76314557	0.7941543	0.8989217	0.87783366	0.6391623	0.86449355	0.8636791	0.6829815	0.63942945	0.9087019	0.6533412	0.7861815	0.69547	0.8235979	0.7512392	0.8578664	0.8815799	0.8803521	0.53756905	0.5678828	0.61468184	0.72608936	0.68981534	0.68431515	0.87160194	0.8674992	0.9208973	0.6346228	0.49073493	0.7550176	0.5582235	0.9107783	0.7427035	0.8040352	0.7296108	0.9262426	0.8340518	0.62180614	0.4925152	0.79030114	0.8011377	0.91613185	0.8425892	0.79195404	0.61121905	0.8093301	0.7813461	0.7768877	0.64529896	0.7700469	0.82706136	0.6224482	0.77284515	0.7524177	0.7914332	0.8444628	0.62525296	0.8592081	0.8766202	0.85661477	0.8420234	0.7426901	0.8056843	0.6040591	0.49977148	0.88225394	0.8759681	0.8700357	0.7587602	0.6887914	0.6895361	0.7216746	0.5842135	0.64017427	0.6644978	0.8040775	0.7344744	0.7519127	0.84714043	0.8593752	0.8439338	0.62674695	0.74860835	0.6677343	0.6147795	0.7166831	0.7575366	0.8811492	0.6632515	0.9011427	0.723366	0.8319696	0.7770829	0.88147587	0.54722464	0.6935426	0.57913405	0.6171745	0.7794287	0.82484394	0.0	0.7610571	0.8788032	0.73808205	0.8733377	0.85215676	0.580227	0.82296824	0.75476414	0.8716259	0.7477053	0.9468352	0.81357336	0.8445548	0.53236026	0.6435883	0.71708524	0.79792976	0.8300866	0.7738393	0.48313338	0.869537	0.7880953	0.6697564	0.72380185	0.64655924	0.88106203	0.91178566	0.74565756	0.56531036	0.7968984	0.666052	0.8228676	0.80952585	0.831188	0.60270727	0.72305375	0.63821256	0.75802016	0.6073708	0.58485013	0.8522607	0.5070468	0.71857333	0.88249683	0.59344655	0.9548149	0.8450042	0.78190917	0.8344086	0.8587675	0.68928146	0.59775585	0.78322256	0.6826107	0.69127727	0.8681905	0.8187416	0.8442577	0.8151078	0.87504554	0.23007345	0.92631674	0.72782314	0.84600896	0.77144784	0.75843835	0.46707106	0.8297435	0.51400876	0.94502604	0.72267807	0.731395	0.7088938	0.7147726	0.6258757	0.87782794	0.6461049	0.5407286	0.66886497	0.8328159	0.6841362	0.64072984	0.876151	0.7095824
bestaan/noun	0.63707244	0.8526276	0.87900555	0.8941337	0.90246475	0.94145685	0.76992697	0.87846214	0.83952475	0.8790785	0.927138	0.73938584	0.9120587	0.95997596	0.89892244	0.92161256	0.7416342	0.71906245	0.70785034	0.9004531	0.90219873	0.8620261	0.8950706	0.9071584	0.7140043	0.9807288	0.9600132	0.8576058	0.9346668	0.9564697	0.6973648	0.8929962	0.9477979	0.69958943	0.8145736	0.9515242	0.77411866	0.9474069	0.8778449	0.9287088	0.94517016	0.78834677	0.8548343	0.835229	0.9276516	0.8786535	0.94759506	0.7969209	0.8413124	0.8654043	0.76949406	0.79168826	0.873995	0.712602	0.91625655	0.75390327	0.94855654	0.92337817	0.99107283	0.5547063	0.9781273	0.8791603	0.87145096	0.9210306	0.96913034	0.8955616	0.9485518	0.8978443	0.95473707	0.88624376	0.93961895	0.7823896	0.8450658	0.8652758	0.95484775	0.8859923	0.895505	0.85231864	0.91405547	0.8669895	0.8860977	0.972978	0.85860366	0.8807178	0.85004383	0.9429227	0.88412124	0.8242625	0.97021616	0.9433941	0.82719743	0.825552	0.7992242	0.86248165	0.7517443	0.57823265	0.9626672	0.9548258	0.9652435	0.90986896	0.89046186	0.90541065	0.95071316	0.91576266	0.8412631	0.88278127	0.8858956	0.8143393	0.7383845	0.88876563	0.86666673	0.7842725	0.9891028	0.8723438	0.9391769	0.9365773	0.87871116	0.8618221	0.8466221	0.9529865	0.864619	0.89574695	0.8367343	0.7610571	0.0	0.9573465	0.9651802	0.83407897	0.9605448	0.82335734	0.85244614	0.8377937	0.9351631	0.77525353	0.97264445	0.9169653	0.9061993	0.8201623	0.94848704	0.7099545	0.9153677	0.9231389	0.84749705	0.9370368	0.9586596	0.7156689	0.98431313	0.83278763	0.8054069	0.8870658	0.97299623	0.91090596	0.88850707	0.98325557	0.72197026	0.749238	0.9477109	0.9323107	0.81014454	0.86032724	0.77688444	0.7660116	0.8025794	0.89679855	0.94892156	0.88780886	0.8782581	0.92416346	0.9376038	0.9196464	0.8365869	0.8795959	0.93467903	0.8932342	0.95569116	0.79966986	0.8727415	0.7753005	0.83818877	0.9968649	0.92896456	0.9383607	0.8586207	0.91169554	0.7803799	0.7411673	0.8953307	0.92520094	0.9479659	0.87639767	0.961049	0.91745096	0.816327	0.891917	0.94960713	0.73046243	0.86851585	0.79737043	0.9227488	0.7368099	0.89448655	0.9111994	0.7570467	0.96651876	0.9180926	0.9298355	0.9340853	0.93483645
recent/adj	0.7621182	0.8336135	0.7018936	0.89773834	0.9412226	0.92814976	0.8806251	0.5650146	0.8676864	0.8953603	0.91329193	0.8034569	0.8325319	0.51961	0.8586352	0.9437923	0.95201343	0.96210986	0.9476955	0.49741387	0.9669406	0.89453596	0.77047265	0.8474039	0.9564368	0.8878344	0.749418	0.8829082	0.8136773	0.95152336	0.89198506	0.84529465	0.9750521	0.9065689	0.7488289	0.8731393	0.8616965	0.9621426	0.8124784	0.88308984	0.8222749	0.93318	0.75222385	0.86214626	0.8976881	0.85731745	0.7785939	0.92793965	0.7867929	0.9119643	0.913569	0.70639	0.8959141	0.8491008	0.93298435	0.9320477	0.7088196	0.77920526	0.65957963	0.9705982	0.89502674	0.7783413	0.86663467	0.94195783	0.97522074	0.6553116	0.9377737	0.6913405	0.88227206	0.87945205	0.9224331	0.84407353	0.9555045	0.95732033	0.87281287	0.84770596	0.8832979	0.93565995	0.84387755	0.8385726	0.6691875	0.69634247	0.961277	0.52437365	0.9360914	0.97516763	0.96437526	0.78615415	0.99681616	0.77294767	0.9151923	0.9334739	0.90728354	0.88875425	0.88265634	0.9036758	0.70847327	0.74367124	0.8959894	0.7459439	0.8727579	0.71400315	0.8865605	0.8894078	0.8501656	0.86146164	0.90856147	0.6918886	0.8768459	0.751062	0.6777218	0.81478506	0.9851927	0.82732433	0.8905585	0.98747003	0.93599945	0.90419346	0.7781066	0.9165453	0.8971971	0.74264055	0.69992566	0.8788032	0.9573465	0.0	0.93810534	0.93811893	0.48663992	0.7947835	0.9821587	0.6967439	0.8867912	0.8811244	0.90675485	0.96884114	0.86612576	0.6905558	0.76798826	0.8808402	0.79824704	0.89057386	0.83103	0.87454295	0.909634	0.822981	0.9090825	0.82594305	0.6966162	0.9211486	0.96367574	0.9086762	0.8465242	0.90523195	0.9436499	0.8395874	0.9341388	0.7983655	0.81032336	0.91574204	0.7722948	0.85873383	0.83021885	0.9365554	0.96047014	0.8675905	0.88847697	0.87745166	0.98302424	0.82362705	0.77723116	0.7229003	0.74758446	0.5068356	0.9169333	0.8362322	0.81057024	0.78697914	0.9156839	0.99563867	0.90832067	0.9633223	0.93079484	0.8626072	0.82554394	0.9331524	0.9304052	0.7687607	0.91076213	0.9065449	0.8863495	0.89390993	0.6423036	0.9250772	0.913316	0.9576854	0.60632277	0.92456967	0.66838014	0.69597685	0.6126063	0.89998084	0.7964736	0.91813916	0.64071	0.9323306	0.86869097	0.83462405
stand_DIM/noun	0.74319196	0.8955551	0.71268463	0.74552464	0.7117069	0.978559	0.94025743	0.8394767	0.83591783	0.9720599	0.91624004	0.8877451	0.94635946	0.92246747	0.73699415	0.83166325	0.9139827	0.87520564	0.9689497	0.9580597	0.84405136	0.93027693	0.7679529	0.75323296	0.81456125	0.77267635	0.86299235	0.7675907	0.9275351	0.90278184	0.8463123	0.8390298	0.96579057	0.7367985	0.90407693	0.7559086	0.9636204	0.8717394	0.8769356	0.8300171	0.9560618	0.81268394	0.79736066	0.58514667	0.9548026	0.77020335	0.6734204	0.88331014	0.92641616	0.9783457	0.8181911	0.8222115	0.66673946	0.8626112	0.71656775	0.93076575	0.8301907	0.8705332	0.73567134	0.9479844	0.906779	0.8615249	0.8460156	0.9274987	0.9513213	0.8541466	0.91868037	0.7992299	0.82606095	0.64125746	0.9362599	0.83617485	0.6821203	0.96060586	0.8111626	0.71684206	0.7926894	0.9689679	0.8538424	0.86879385	0.7593813	0.8343185	0.97203636	0.96340305	0.85051936	0.84753275	0.9273191	0.8948892	0.8617955	0.937571	0.9150013	0.70998454	0.80746496	0.8050663	0.7262665	0.6803047	0.9308081	0.8690342	0.90845644	0.79248947	0.90526825	0.936649	0.8962906	0.9829473	0.6900198	0.86530423	0.85304236	0.7008691	0.9342442	0.8413516	0.9134035	0.9190045	0.88245773	0.7346518	0.86087346	0.9688413	0.9817377	0.7818978	0.8070297	0.9606108	0.80196106	0.86632776	0.8141766	0.73808205	0.9651802	0.93810534	0.0	0.9356159	0.9632088	0.8911959	0.85338247	0.9360187	0.7863135	0.8624878	0.9460525	0.7247605	0.72317904	0.69302714	0.87812775	0.914071	0.95066464	0.9413818	0.97360134	0.7741405	0.9052783	0.8169069	0.9057333	0.74223447	0.72750103	0.94596964	0.8173904	0.7861111	0.8867798	0.8472033	0.91216075	0.9342374	0.8139767	0.8838912	0.67255586	0.6745971	0.8522927	0.95352423	0.8725603	0.91141015	0.81734884	0.74642336	0.7434551	0.9524346	0.87578416	0.8853409	0.9603669	0.7635194	0.9036378	0.89238274	0.7968992	0.7976477	0.6762225	0.8638747	0.86050487	0.9440447	0.5839424	0.9237555	0.9538256	0.92510694	0.8199181	0.95089495	0.80171424	0.96631616	0.9038926	0.94616514	0.85947055	0.899463	0.8447029	0.8881688	0.624116	0.9099082	0.81241196	0.88188654	0.9209962	0.81612813	0.85727376	0.89473796	0.83551234	0.8614056	0.74226546	0.63250965	0.9257737	0.8303131
