	kwetsuur/noun	gezag/noun	voldoende/adv	kom_terug/verb	Amsterdams/adj	cabaretier/noun	ben/verb	samenleving/noun	olie_prijs/noun	thuisploeg/noun	tijdig/adj	36-jarige/adj	onbemand/adj	laat/verb	ziekte/noun	golfer/noun	eveneens/adv	dien/verb	water_kanon/noun	krachtig/adj	enigszins/adv	kerk_toren/noun	Amerikaans/adj	meteen/adv	word/verb	waarschijnlijk/adj	Champions/noun	populatie/noun	lies_blessure/noun	water_kwaliteit/noun	aandeel_beurs/noun	help/verb	vanochtend/adv	democratie/noun	probeer/verb	nauwelijks/adv	wereld_gemeenschap/noun	misstap/noun	meer/adv	rij_richting/noun	tijd/noun	systeem/noun	bevolking_groep/noun	veiligheid/noun	naai/verb	schade/noun	doelman/noun	norm/noun	hart_operatie/noun	goed/adj	woning/noun	wonderbaarlijk/adj	politiek/noun	gemeente/noun	euvel/noun	staat/noun	wegdek/noun	veerkrachtig/adj	snel/adj	onmiddellijk/adj	weeg/verb	verbetering/noun	fiets/noun	geschonden/adj	vervolgens/adv	paars_wit/adj	moet/verb	geloof/noun	licht/adj	schouder_blessure/noun	reputatie/noun	situatie/noun	help_mee/verb	toestand/noun	gebied/noun	kosten/noun	opnieuw/adv	orde/noun	alles/noun	zodanig/adj	onafhankelijkheid/noun	oud/adj	lijk/verb	thuis/adv	afgelopen/adj	verbeter/verb	kliniek/noun	kan/verb	geraakt/adj	patiënt/noun	mogelijk/adj	gebouw/noun	wil/verb	economie/noun	bezoeker/noun	niet/adv	voorlopig/adj	trauma/noun	letsel/noun	eventueel/adj	allicht/adv	reliëf/noun	herneem/verb	beurs_fonds/noun	contract_uur/noun	consumentenvertrouwen/noun	pas_aan/verb	rust/noun	griep_aanval/noun	eer/noun	echter/adv	nog/adv	kiezer/noun	fout_DIM/noun	zuiverheid/noun	fonds/noun	evenwicht/noun	koers_val/noun	oorspronkelijk/adj	spel_maker/noun	breuk/noun	momenteel/adj	middag/noun	contact/noun	zal/verb	stijl/noun	ingreep/noun	lever_in/verb	wat/adv	voet_blessure/noun	effect_beurs/noun	operatie/noun	autonomie/noun	vanmiddag/adv	volk/noun	mede/adv	markt/noun	ere/noun	aan/adj	electrisch/adj	enkel_blessure/noun	gezondheid_probleem/noun	glorie/noun	ploeg/noun	strand/verb	knie_operatie/noun	geleidelijk/adj	helemaal/adv	op_doffer/noun	middenvelder/noun	iets/adv	net/adv	tijdelijk/adj	blijk/verb	maand/noun	weer/adv	leiding/noun	winstwaarschuwing/noun	ziekenhuis/noun	pas/adv	spectaculair/adj	laat/adj	intussen/adv	natuur/noun	opening_fase/noun	opereer/verb	gisterenavond/adv	voldoende/adj	lever/noun	terug/adv	slecht/adj	redelijk/adj	land/noun	vergeef/verb	vrijwel/adv	geloofwaardigheid/noun	geheel/adj	installatie/noun	griep/noun	bilateraal/adj	balans/noun	vanzelf/adv	sars/noun	blessure/noun	traditie/noun	kraan/noun	gisteren/adv	normaal/adj	patiënte/noun	val_partij/noun	dak/noun	termijn/noun	sluit_post/noun	muur/noun	nodig/adj	vertrouwen/noun	volledig/adj	onderhoud/verb
consumentenvertrouwen/noun	0.91143584	0.8254456	0.8568406	0.8946595	0.80782175	0.8977212	0.79724973	0.7622874	0.43094724	0.9336258	0.9317202	0.9186163	0.890276	0.8686932	0.9661155	0.84825766	0.72329795	0.8579361	0.9447496	0.8140305	0.73345995	0.97087395	0.5902437	0.87540853	0.8416766	0.8004082	0.8863402	0.8278177	0.8746172	0.6743603	0.5466901	0.8650542	0.6550707	0.7175145	0.8193858	0.67316127	0.76175004	0.98098224	0.8529673	0.97143036	0.8107974	0.80976194	0.8459418	0.72720397	0.94763726	0.79179555	0.96044075	0.90044653	0.91469824	0.852991	0.9144132	0.8415351	0.7443305	0.9505307	0.86835355	0.7835936	0.8507365	0.7099185	0.7779674	0.7877998	0.58941066	0.69528985	0.93005264	0.7139162	0.9456334	0.94549745	0.853271	0.8436988	0.70153487	0.8903772	0.71764684	0.6585274	0.708547	0.6730409	0.8737802	0.89032716	0.7335027	0.9187685	0.9042526	0.73868185	0.96861845	0.87911475	0.8030954	0.94363123	0.57038975	0.7382289	0.9355855	0.8683512	0.8106329	0.898409	0.86880255	0.9561314	0.91854346	0.47870046	0.9616886	0.90358114	0.8316834	0.8365184	0.9313447	0.952205	0.91229516	0.93606484	0.8651627	0.7571065	0.8908539	0.0	0.8656886	0.94049835	0.8440478	0.8029207	0.73313457	0.7660185	0.77140933	0.93071634	0.9666491	0.59117997	0.85668904	0.6627219	0.9328225	0.9327892	0.96703684	0.8581902	0.8789797	0.9455856	0.80135393	0.9007761	0.8979917	0.7307241	0.7498164	0.8683339	0.6289043	0.8684255	0.9739116	0.6021751	0.8651704	0.7732245	0.5129564	0.9375952	0.8830479	0.95060915	0.83835185	0.92438436	0.9649899	0.8968429	0.91600716	0.8909403	0.7321384	0.86688286	0.9361068	0.9746931	0.6593814	0.9085919	0.851184	0.7032991	0.68894815	0.6919646	0.9195534	0.5185313	0.9323988	0.8701797	0.71917516	0.75824213	0.74588966	0.88854516	0.8908553	0.8981564	0.9524319	0.838936	0.8650163	0.9317227	0.7506958	0.79077	0.78488827	0.9771263	0.76854384	0.79114735	0.82878053	0.9397421	0.9015674	0.83955204	0.7864961	0.8796402	0.87810344	0.8675133	0.91486377	0.8957004	0.6900561	0.8683399	0.9204649	0.9471405	0.96276873	0.69913316	0.8972005	0.97769564	0.8030721	0.5321038	0.89704454	0.9254383
pas_aan/verb	0.8908904	0.7743442	0.8413991	0.8765326	0.9546743	0.8494252	0.7022846	0.70099354	0.81653166	0.8716124	0.7306599	0.8976274	0.82066375	0.8717412	0.90654695	0.89796937	0.85600245	0.57982385	0.91995996	0.71048677	0.83302224	0.90418214	0.87140924	0.909191	0.4696312	0.8339522	0.9328265	0.6478479	0.8713344	0.7259003	0.85403836	0.7332847	0.8929213	0.7428013	0.7495544	0.82676435	0.8364961	0.80980545	0.79311466	0.64666915	0.851589	0.48274255	0.7391645	0.66854554	0.86174965	0.63082874	0.94529307	0.6881708	0.9226836	0.84252167	0.72552395	0.7570935	0.8112365	0.7097826	0.65018624	0.70301354	0.72296226	0.783458	0.71673435	0.82640225	0.87882966	0.69314045	0.8194885	0.7982909	0.78695405	0.8619968	0.6408777	0.92296416	0.88894117	0.9108747	0.84740794	0.65193856	0.6673787	0.68693846	0.8178736	0.58415973	0.8380064	0.77514267	0.7458223	0.6673752	0.8837457	0.7639136	0.7349495	0.8872924	0.8964424	0.5183867	0.913228	0.6033629	0.7867855	0.7795138	0.6922795	0.68909764	0.7547188	0.8014391	0.89608	0.69468874	0.866239	0.9334264	0.8736913	0.7601681	0.8148731	0.80040205	0.8536726	0.9444167	0.9628209	0.8656886	0.0	0.84309226	0.82298416	0.91074455	0.6669669	0.7627443	0.85751224	0.8234943	0.82598513	0.837626	0.6843715	0.83979106	0.7284864	0.94076884	0.8806206	0.82680404	0.8188835	0.78531426	0.60219765	0.68994683	0.7392955	0.8283023	0.78047323	0.88871443	0.91006094	0.8399527	0.90348995	0.82782876	0.88260984	0.8741387	0.8443434	0.7682011	0.7604473	0.7565461	0.8628931	0.828691	0.9060515	0.9139405	0.9546441	0.9360161	0.7449155	0.82954437	0.88840055	0.9642946	0.79082716	0.9501387	0.6555028	0.82857656	0.9454216	0.77243865	0.9189235	0.9121897	0.90996206	0.8808817	0.8242761	0.8720939	0.74873817	0.8114023	0.85598934	0.7649378	0.815338	0.8385459	0.79809964	0.81510615	0.80929613	0.77494216	0.80328894	0.8535447	0.8277237	0.8274975	0.74990463	0.75578314	0.9259225	0.82627714	0.7217579	0.8026465	0.9524174	0.84759265	0.85682684	0.7712159	0.93428797	0.707895	0.9342014	0.91304344	0.82987654	0.6632303	0.83169067	0.9040405	0.81044453	0.80959237	0.67180175	0.7491429
rust/noun	0.5070646	0.84718263	0.8146385	0.54942745	0.9726444	0.992216	0.7710941	0.89369106	0.889674	0.32823092	0.6596136	0.72967565	0.9661428	0.59269106	0.84389025	0.89825034	0.69907725	0.7862885	0.85469073	0.84471136	0.73154855	0.965686	0.97746396	0.54326403	0.8571354	0.713009	0.85716	0.87576663	0.60024714	0.90144664	0.90778416	0.8498638	0.8848402	0.9487406	0.700388	0.66552174	0.885583	0.7318045	0.7278409	0.96522105	0.66079175	0.89785236	0.8454701	0.77353674	0.91736716	0.80691135	0.3522113	0.91313386	0.88340116	0.67097723	0.95467806	0.7950429	0.9199933	0.9595944	0.798832	0.9354593	0.94077975	0.7976205	0.64043075	0.728677	0.82560766	0.92094487	0.90468407	0.84197605	0.800287	0.53752005	0.7282522	0.9027734	0.58984077	0.6393471	0.8502341	0.8865335	0.90092397	0.8919301	0.9089925	0.89411855	0.50552195	0.6863806	0.7562468	0.86821836	0.9315084	0.8023998	0.56596327	0.81094533	0.8393532	0.8825103	0.94233847	0.6883802	0.69190395	0.91009605	0.84471947	0.9369666	0.89956653	0.83914435	0.41686487	0.78997976	0.6419668	0.904295	0.7047079	0.90185666	0.54512966	0.9014961	0.63084686	0.9655786	0.7408644	0.94049835	0.84309226	0.0	0.6992501	0.8493535	0.5400678	0.59138525	0.88943475	0.51792276	0.80274564	0.9356618	0.48384625	0.9329517	0.86348337	0.6356336	0.7800186	0.6784077	0.7802802	0.9001138	0.85198843	0.9144459	0.8651765	0.8786892	0.77161735	0.717147	0.8996973	0.8113651	0.90255773	0.91483265	0.9163835	0.82107913	0.89043474	0.9091059	0.8256314	0.9201844	0.6687912	0.86539525	0.9034936	0.49729067	0.68310547	0.65197265	0.7446357	0.6647676	0.402017	0.55810785	0.81221074	0.6194115	0.8689266	0.75926983	0.78409725	0.60713863	0.8294509	0.9484576	0.87035197	0.583605	0.8135354	0.7500465	0.7536914	0.7154123	0.48161173	0.69066536	0.7856965	0.60984755	0.8519296	0.51446104	0.8979083	0.74374044	0.9663231	0.873732	0.81341004	0.91063845	0.8632099	0.93661326	0.6585617	0.89529866	0.5852183	0.7471193	0.94190633	0.5728179	0.9077812	0.8913264	0.76475364	0.75414664	0.9620033	0.746724	0.9499618	0.8437822	0.8092305	0.9495689	0.82640886	0.80613804	0.7363391	0.94207364
griep_aanval/noun	0.6165722	0.8714528	0.7684807	0.7887466	0.9618988	0.9912235	0.70905507	0.9463561	0.73736066	0.7935905	0.689721	0.9175703	0.9397233	0.8998586	0.648411	0.888062	0.7936871	0.90006626	0.90875936	0.78951293	0.9104949	0.94801736	0.9332471	0.9111058	0.80018014	0.8263388	0.9282612	0.8795418	0.5866716	0.87491375	0.842772	0.83315176	0.8617916	0.9574223	0.8948085	0.8647534	0.90173686	0.7911745	0.8320799	0.8845469	0.7553118	0.91440094	0.88463163	0.93188316	0.8411023	0.72838366	0.74190044	0.98973995	0.7637168	0.8931712	0.9227293	0.9176099	0.9041869	0.95864284	0.8379618	0.9629088	0.8184247	0.7962506	0.8210094	0.8779721	0.78515553	0.86389434	0.71560764	0.83382356	0.8964417	0.83395255	0.855991	0.9468464	0.7453896	0.4754032	0.92655873	0.84530306	0.9226323	0.8984155	0.9449914	0.81098413	0.7642643	0.8412126	0.8832271	0.8828277	0.856934	0.828339	0.7171253	0.69242203	0.8566274	0.8832547	0.9098281	0.7793193	0.837263	0.8850553	0.8725493	0.93693	0.86586493	0.8206876	0.94185686	0.8394573	0.87827224	0.9496253	0.65021515	0.86208373	0.6882462	0.93964654	0.6982888	0.9245234	0.6215527	0.8440478	0.82298416	0.6992501	0.0	0.9446692	0.7979527	0.7429836	0.89995563	0.84262145	0.99571246	0.9126634	0.7815069	0.87743336	0.84179664	0.81386817	0.7252693	0.73929757	0.77497786	0.907827	0.8486068	0.8963633	0.87351674	0.9113184	0.8270793	0.48818284	0.8280183	0.7902478	0.88974863	0.88222003	0.9620773	0.7801553	0.83160406	0.8862752	0.8528858	0.91404325	0.44511747	0.65083563	0.8357517	0.77390283	0.8580288	0.5802482	0.7743832	0.79404414	0.8931872	0.75331694	0.8215205	0.74812615	0.9245948	0.7731137	0.8289594	0.7335813	0.9202299	0.87528	0.8651108	0.66395354	0.8448906	0.78421646	0.7683223	0.92666626	0.8448139	0.8160048	0.7071863	0.81900084	0.8868928	0.6922511	0.9161663	0.92532474	0.9496919	0.9235202	0.87402225	0.956593	0.96658444	0.9554091	0.59702665	0.80994654	0.84239674	0.8270856	0.76730895	0.45203733	0.91228145	0.93832064	0.79283327	0.6113034	0.9663119	0.79320294	0.9157942	0.8630507	0.8974045	0.96395034	0.89315236	0.8135718	0.8861821	0.92599875
eer/noun	0.9600097	0.7437594	0.97215503	0.8377036	0.93755233	0.86417407	0.94940317	0.90460074	0.9366017	0.87803715	0.9707893	0.93091804	0.9882083	0.8399388	0.98756516	0.95229864	0.95211816	0.8431004	0.9851634	0.9231026	0.7152783	0.98945016	0.9230362	0.8534909	0.91644865	0.91517216	0.8502764	0.97012955	0.9663601	0.9772033	0.94781154	0.9392573	0.9398641	0.7428022	0.777159	0.88808364	0.9002162	0.9322252	0.9439979	0.9424428	0.9138336	0.9609942	0.940015	0.83624583	0.9528875	0.74024916	0.8933609	0.8249624	0.9945257	0.794388	0.9791906	0.8836244	0.8720581	0.98363996	0.9500116	0.93442345	0.9881614	0.9221045	0.8990923	0.8293255	0.9422525	0.98909384	0.9855242	0.6976789	0.95211196	0.8192446	0.94946384	0.8351895	0.9449726	0.9728247	0.4736187	0.92809856	0.9742228	0.9166031	0.81431836	0.9702803	0.7466508	0.9325053	0.94516194	0.8863604	0.87022865	0.64359677	0.84668297	0.9404403	0.9726926	0.9086732	0.99027723	0.85716736	0.67196846	0.9774272	0.9150828	0.8590836	0.9262794	0.9583715	0.8907287	0.97139484	0.9434182	0.7759929	0.9695333	0.9678947	0.96266496	0.9604636	0.7981178	0.9855633	0.9684791	0.8029207	0.91074455	0.8493535	0.9446692	0.0	0.8705487	0.8400035	0.8606366	0.90544677	0.87956303	0.8859403	0.8589877	0.94632536	0.7291219	0.88903433	0.9386873	0.9621384	0.92372966	0.9646166	0.935898	0.9249793	0.9711751	0.9357894	0.78502905	0.96945745	0.9481316	0.9024432	0.87788516	0.81025314	0.81755126	0.9276543	0.8951003	0.6267718	0.9218651	0.9821591	0.9667567	0.9795225	0.67153597	0.9220388	0.8689454	0.9656825	0.8872797	0.95011985	0.8161691	0.9379245	0.8671044	0.9397698	0.9796188	0.9264029	0.9383147	0.69990146	0.9226738	0.97094405	0.9678681	0.9076894	0.79200685	0.85199785	0.85704696	0.8348713	0.8356453	0.93548316	0.808069	0.884279	0.97368693	0.8501142	0.81617326	0.9110682	0.75625986	0.97001743	0.96340793	0.6319004	0.89561754	0.97273713	0.9875085	0.9686916	0.85398275	0.9189008	0.98199064	0.9606724	0.77113813	0.9494414	0.93624073	0.9123758	0.9942333	0.9716196	0.99246866	0.9468706	0.9468673	0.9474824	0.9065814	0.66859543	0.9478928	0.9621685
echter/adv	0.705763	0.769493	0.7620828	0.6414655	0.9064435	0.8998672	0.532565	0.8237006	0.7776647	0.55042505	0.7221906	0.8166983	0.8966317	0.686267	0.8199312	0.8836504	0.72460353	0.7654452	0.9076116	0.7349038	0.74884254	0.96508265	0.9022505	0.6090852	0.67383444	0.6412087	0.92698145	0.72379696	0.718447	0.77489114	0.8165474	0.74592996	0.77716655	0.83323133	0.71572596	0.56840837	0.72811794	0.7111566	0.46915007	0.90315163	0.7006146	0.70416176	0.76641494	0.73655045	0.91740644	0.8093048	0.6848927	0.87922764	0.76035917	0.76246595	0.8537869	0.8147676	0.8188583	0.8744029	0.5752353	0.8851627	0.8504089	0.843042	0.59825057	0.70201635	0.7547084	0.76640034	0.8943881	0.8104613	0.74890405	0.65602064	0.6554658	0.89557093	0.7390723	0.73314834	0.85882634	0.68828535	0.8441268	0.8200512	0.8359002	0.7965658	0.61285734	0.6170045	0.7525377	0.73911196	0.8798926	0.87844366	0.56376374	0.8018552	0.7719737	0.7475748	0.8468282	0.51689637	0.8802693	0.7399764	0.64740837	0.84327334	0.77397376	0.71914315	0.62104094	0.5266417	0.5988576	0.8681642	0.77153504	0.65883833	0.70573676	0.90206426	0.733115	0.8471654	0.8762508	0.73313457	0.6669669	0.5400678	0.7979527	0.8705487	0.0	0.5801182	0.67278695	0.52152264	0.8905747	0.78271365	0.67497194	0.84408885	0.89737344	0.7695773	0.80875605	0.8248573	0.7236644	0.89966404	0.60388345	0.8436347	0.70590645	0.7802582	0.75355875	0.77344346	0.83893245	0.7251714	0.89193606	0.7604814	0.82199097	0.75606835	0.77951133	0.87412703	0.7728201	0.89729	0.66858184	0.81040466	0.93362075	0.63870674	0.68088204	0.7462305	0.75577664	0.6089777	0.5737889	0.8433246	0.7508667	0.72099435	0.724437	0.54564893	0.7825404	0.6413348	0.78189504	0.8086858	0.8367068	0.7006512	0.7982267	0.6504814	0.6509209	0.81040204	0.64596844	0.7247812	0.8056546	0.5900208	0.75287306	0.6746955	0.77499163	0.6976992	0.86711025	0.73419464	0.7090775	0.7888106	0.77335304	0.89745754	0.7998344	0.89076275	0.7556785	0.72335625	0.85632837	0.677336	0.87488806	0.8115022	0.7618495	0.72687376	0.88955843	0.79602563	0.8892887	0.6535312	0.7945781	0.9001539	0.6448215	0.6928282	0.7460345	0.91278327
nog/adv	0.71996486	0.9231852	0.8620565	0.63777626	0.91188955	0.9500771	0.5138124	0.9040449	0.7630397	0.6725746	0.72376305	0.8238807	0.89376575	0.6415367	0.860739	0.89021677	0.7840314	0.76941967	0.87667865	0.84796894	0.8052882	0.9435152	0.9517607	0.73978245	0.7109031	0.68832123	0.7540631	0.8618058	0.70775473	0.7954214	0.7533023	0.75165176	0.8583817	0.9223684	0.71891814	0.6309445	0.8430298	0.6711817	0.5023695	0.842908	0.5897311	0.85390204	0.8219007	0.82169366	0.84129643	0.7612928	0.6397834	0.92178273	0.86224145	0.6657382	0.88275087	0.8851767	0.9148081	0.85930246	0.68909985	0.9148605	0.8572858	0.76680064	0.6520122	0.82540405	0.77951896	0.86916006	0.8642527	0.78484166	0.80226487	0.68503404	0.7519836	0.95341617	0.68553936	0.7150471	0.83720636	0.6639987	0.82077014	0.7452074	0.9100089	0.8173508	0.5576746	0.6504176	0.7046452	0.8411757	0.94287187	0.8185603	0.3679598	0.7511903	0.7301284	0.81025195	0.91458493	0.60669506	0.76707774	0.8336214	0.7709591	0.9024338	0.765814	0.8244991	0.7406519	0.646634	0.6953999	0.85400593	0.7719574	0.8197407	0.69395566	0.8776366	0.6981717	0.87301236	0.8259647	0.7660185	0.7627443	0.59138525	0.7429836	0.8400035	0.5801182	0.0	0.83633864	0.7058654	0.91317403	0.7940491	0.7392302	0.8334227	0.92357826	0.72857165	0.86335796	0.69195545	0.774634	0.863237	0.6492764	0.8420012	0.7868148	0.8458048	0.6813618	0.7999223	0.8140705	0.77891195	0.88821787	0.8365279	0.9020268	0.79775155	0.82481015	0.907271	0.74002266	0.9439336	0.7052686	0.82333267	0.9266699	0.69583523	0.73699975	0.68429804	0.7034328	0.72451305	0.65876496	0.68783337	0.6844933	0.64370024	0.8123613	0.63863057	0.7450396	0.57527804	0.8359082	0.87134767	0.80868316	0.52095515	0.80269766	0.5463089	0.7629305	0.83858705	0.67079693	0.7660148	0.8470601	0.6574061	0.9016615	0.68173516	0.8389875	0.7923568	0.8979762	0.7885529	0.83873916	0.9447748	0.9186366	0.89579695	0.77088356	0.85066086	0.5979284	0.81828487	0.8910511	0.64854735	0.94793504	0.85372233	0.84593153	0.6204742	0.92143875	0.8023348	0.94836324	0.6801058	0.8465975	0.9573827	0.7865756	0.8224224	0.7903687	0.8353972
kiezer/noun	0.90475553	0.63551515	0.7574522	0.904589	0.951077	0.94248015	0.68036985	0.60609925	0.92075866	0.897512	0.84217405	0.9377713	0.8905106	0.90547943	0.9393929	0.8633381	0.9158305	0.7706582	0.8889116	0.78867435	0.8146305	0.9840016	0.78672636	0.8265153	0.85927343	0.76202816	0.8603351	0.9003205	0.9257699	0.900498	0.8531831	0.75016105	0.9502735	0.4821133	0.7237103	0.8130655	0.7940412	0.7656313	0.7270812	0.9590378	0.93633926	0.71660674	0.7060573	0.7026706	0.93792176	0.85325533	0.92488295	0.74831116	0.80547374	0.8027724	0.9521721	0.95037997	0.47460693	0.9138466	0.8514367	0.7725514	0.90066534	0.92167646	0.8119804	0.79897606	0.8040963	0.91762304	0.9573396	0.62919235	0.8618518	0.83698136	0.81867445	0.6616601	0.94316006	0.93354106	0.78726685	0.8783085	0.8930944	0.9426253	0.8524963	0.917278	0.7248633	0.809523	0.7282905	0.7452495	0.7682457	0.915094	0.75485665	0.936809	0.9411862	0.8474722	0.92275774	0.76897526	0.84288085	0.88440776	0.82141644	0.88176996	0.8265795	0.7314812	0.9241351	0.7708093	0.85925543	0.86957157	0.9219227	0.76279944	0.8099185	0.84990585	0.8722031	0.8929906	0.92079425	0.77140933	0.85751224	0.88943475	0.89995563	0.8606366	0.67278695	0.83633864	0.0	0.8017366	0.84546745	0.84836435	0.82811236	0.9498381	0.8338076	0.8824807	0.7318874	0.9399173	0.9669195	0.8482324	0.70002484	0.9274792	0.79104495	0.932864	0.77072	0.8949842	0.92030597	0.85039866	0.8557375	0.89574915	0.6415876	0.8600834	0.7907436	0.9213888	0.9538258	0.93099284	0.8703045	0.92685044	0.92403704	0.7852085	0.9500144	0.9492846	0.8134932	0.8549728	0.8747216	0.9480155	0.9025878	0.9216814	0.9438458	0.7651519	0.93962836	0.7653463	0.8594305	0.87931335	0.91219765	0.9507052	0.92216176	0.9364283	0.7410073	0.82995296	0.9475915	0.89344704	0.94978595	0.8113755	0.89840615	0.8950337	0.88410974	0.82965624	0.8066585	0.73381215	0.9158135	0.5090226	0.80976033	0.9371134	0.94881725	0.83595	0.8738345	0.81474006	0.9551896	0.8917357	0.8258865	0.95700336	0.9261982	0.78564984	0.9393459	0.93982506	0.9897037	0.7480712	0.89238703	0.93557817	0.73415303	0.4728529	0.8649182	0.8327791
fout_DIM/noun	0.79414344	0.94376737	0.90078354	0.76619184	0.98118603	0.98090863	0.77969384	0.9397785	0.9195514	0.49436957	0.8741193	0.81319606	0.93621373	0.67265403	0.96056503	0.9839489	0.8504164	0.87226963	0.9134961	0.8916288	0.8636957	0.9605406	0.971989	0.5729672	0.7597184	0.9120505	0.9019687	0.85869014	0.77222407	0.8811607	0.9359018	0.87059677	0.9270337	0.9567477	0.80751175	0.6936983	0.91289175	0.3852806	0.69271016	0.9212261	0.8882186	0.84137625	0.9010968	0.88875663	0.9466386	0.7504962	0.6317898	0.95609	0.95180917	0.8180896	0.91286284	0.83538705	0.97339153	0.95256877	0.8347554	0.96023554	0.92710924	0.82108456	0.6441254	0.68309474	0.88434714	0.8924451	0.90470964	0.8782611	0.84449667	0.6958562	0.7978196	0.9411123	0.8748418	0.81391823	0.9296242	0.90437466	0.9255598	0.92564225	0.8846766	0.871163	0.77296627	0.8308798	0.7716282	0.88920814	0.95138025	0.9526995	0.77390254	0.90925163	0.92454743	0.9018998	0.9710178	0.5787898	0.9310634	0.9262397	0.8144592	0.9181982	0.8484695	0.91300935	0.47247297	0.7779035	0.86715305	0.9730244	0.88664633	0.7415322	0.7954243	0.8843432	0.8206926	0.9500727	0.7907783	0.93071634	0.8234943	0.51792276	0.84262145	0.90544677	0.52152264	0.7058654	0.8017366	0.0	0.87876654	0.9250152	0.7217488	0.9543379	0.89041317	0.71990466	0.9304818	0.9391821	0.938097	0.8790517	0.75323343	0.9252926	0.88396174	0.86988056	0.87365043	0.79159117	0.93014383	0.9320475	0.983328	0.9380122	0.8847908	0.93315315	0.9372169	0.9455881	0.9137989	0.8844023	0.7481311	0.8790035	0.9455755	0.68705547	0.7069845	0.8173849	0.8122264	0.84949	0.5002068	0.80242	0.78934103	0.7781008	0.93317956	0.8021626	0.9584323	0.8154526	0.8459547	0.9592453	0.9448667	0.8716711	0.9191837	0.85381085	0.92328966	0.7446269	0.603775	0.8775363	0.86391795	0.76624644	0.90680414	0.80938363	0.94455576	0.9271956	0.96323586	0.416601	0.8960246	0.9518529	0.94383496	0.9116873	0.9123235	0.92778045	0.9161175	0.9024182	0.9569075	0.784177	0.9638956	0.9331875	0.8970071	0.89513767	0.9744279	0.9357182	0.9455792	0.8943589	0.7579696	0.9088886	0.8325058	0.8675235	0.9045402	0.9426048
zuiverheid/noun	0.9620899	0.6515896	0.8671137	0.88021487	0.9580659	0.9527915	0.8690903	0.6649225	0.95161724	0.86775446	0.96717113	0.94689274	0.96902055	0.89171064	0.9674123	0.9960834	0.95900446	0.79907525	0.98427355	0.77911437	0.85002774	0.90855074	0.8201482	0.94188905	0.8693622	0.9224442	0.95706403	0.784396	0.931755	0.937341	0.97332436	0.91626996	0.97495735	0.6004466	0.86030734	0.89411986	0.7463647	0.9564284	0.91167367	0.9364749	0.89906895	0.88794184	0.6452712	0.78775895	0.9342274	0.8761962	0.94905984	0.7072245	0.9583652	0.77380943	0.89830315	0.8255868	0.5126055	0.82077926	0.8832919	0.5887914	0.86655915	0.7992289	0.9056163	0.8985333	0.77076745	0.9318787	0.9609315	0.76199955	0.9512798	0.87011254	0.8541377	0.39380926	0.92794126	0.9713816	0.79504466	0.984326	0.8809118	0.7824299	0.74401116	0.9376487	0.85768574	0.8403876	0.7611012	0.7950922	0.5376375	0.8922455	0.8197293	0.987844	0.99064344	0.8743272	0.9755353	0.93585104	0.87653446	0.90859884	0.92585695	0.77770096	0.8093461	0.79160595	0.8701751	0.9028055	0.87106293	0.94913805	0.9797209	0.9703689	0.96398795	0.80039257	0.89667064	0.9894474	0.95654947	0.9666491	0.82598513	0.80274564	0.99571246	0.87956303	0.8905747	0.91317403	0.84546745	0.87876654	0.0	0.98301053	0.6637699	0.9876032	0.645864	0.9348386	0.90847987	0.92374796	0.95592004	0.8471801	0.79990965	0.80646527	0.909053	0.9058492	0.81213593	0.96140057	0.98046607	0.9380641	0.6070392	0.95479125	0.60299885	0.9460375	0.8786546	0.79848087	0.93159175	0.93701434	0.93305635	0.9573587	0.856404	0.85591257	0.9257373	0.97966176	0.809398	0.89481753	0.92075646	0.96856797	0.9104942	0.91936576	0.9220668	0.95624626	0.98738635	0.83336633	0.9351695	0.976426	0.92937243	0.9365066	0.9587828	0.96493554	0.8825653	0.6479502	0.9451662	0.9265173	0.86981475	0.9154102	0.8829387	0.827228	0.805291	0.7637569	0.807994	0.8865542	0.89609784	0.61470354	0.7682844	0.90518266	0.9700795	0.8390528	0.65188456	0.6802039	0.97219694	0.9674876	0.6366248	0.91374433	0.98548144	0.8973728	0.940694	0.9541746	0.9492579	0.86367714	0.87472874	0.9597076	0.85968506	0.8010199	0.8354814	0.813433
