	beleef/verb	opdracht/noun	verhouding/noun	rook/noun	speler/noun	wieler_sport/noun	vorm/verb	selecteer/verb	soms/adv	ben/verb	spier_pijn/noun	Hilversums/adj	behoorlijk/adj	heb/verb	dring_binnen/verb	buurt/noun	oppervlak/noun	discipline/noun	provincie_raad_lid/noun	stress/noun	vind/verb	list/noun	golfplaat/noun	smerig/adj	sterk/verb	zwem/verb	gewoon/adj	angst/noun	overigens/adv	pijn/noun	zo/adv	vooral/adv	dag/noun	nauwelijks/adv	oorlog_ervaring/noun	minder/adj	voeg_toe/verb	werkelijk/adv	hitte/noun	meer/adv	hier/adv	systeem/noun	sla/verb	zeg/verb	ga_door/verb	vuiligheid/noun	lucht/noun	laag/adj	duur/adv	jeugd/noun	snel/adj	stank/noun	fiets/noun	stel_uit/verb	alleen/adv	blijkbaar/adj	sociaal/adj	haast/adv	student/noun	verdriet/noun	moet/verb	zeer/adv	jarenlang/adj	buiten/adv	mentaal/adj	week/adj	maar/adv	draai/verb	simpelweg/adv	thuis/adv	kan/verb	eerst/adv	fiets/verb	verlokking/noun	er/adv	vooruitzicht/noun	eigenlijk/adj	wellicht/adv	bezoeker/noun	huid/noun	niet/adv	vervolg/noun	dan/adv	eenmaal/noun	luid/verb	gevormd/adj	verspreid/verb	nog/adv	werk/noun	moreel/adj	waterput/noun	rest/verb	zaak/noun	meestal/adv	wenk/verb	duik_op/verb	slijp/verb	reuk/noun	daar/adv	werk_omstandigheid/noun	overlast/noun	geur/noun	wijs_uit/verb	even/adj	verschrikkelijk/adj	2001/noun	in_activiteit/noun	minstens/adv	teen/noun	kern/noun	schaar/verb	kaas/noun	operatie/noun	inmiddels/adv	beetje/noun	evengoed/adv	weer/noun	betref/verb	makkelijk/adj	verleden/noun	bijna/adv	vrolijk/adj	wel/adv	vaak/adj	zeeman/noun	professioneel/adj	karakter/noun	droog/verb	toch/adv	train/verb	Koreaan/noun	gips/noun	geheel/noun	strijd/noun	rijp/verb	omtrek/noun	katalysator/noun	helemaal/adv	pupil/noun	net/adv	blijk/verb	maand/noun	extern/adj	weer/adv	moeilijk/adj	extreem/adj	beslotenheid/noun	louter/adj	alleen/adj	intussen/adv	anders/adj	monotoon/adj	sprong/noun	echt/adv	verander/verb	fit/adj	voldoende/adj	verkeer/noun	water/noun	amper/adv	daglicht/noun	kind/noun	afloop/noun	leven/noun	langer/adv	bloem/noun	ziel/noun	stilte/noun	week/noun	leeftijd/noun	sloop/adj	concurrentie/noun	toerist/noun	huid_ziekte/noun	val/verb	coach/noun
verschrikkelijk/adj	0.7272231	0.88521296	0.9638262	0.6004009	0.8829741	0.8888128	0.8243539	0.94407535	0.4474051	0.7076125	0.70313114	0.9112203	0.5073507	0.58381426	0.7344375	0.7039689	0.91062605	0.8461648	0.94665205	0.61820555	0.67535126	0.92209506	0.9124646	0.59554315	0.84682095	0.72610223	0.6821538	0.6179773	0.8374602	0.54967225	0.7688284	0.56694865	0.67927206	0.55160743	0.8325226	0.7021104	0.9342721	0.87940013	0.6712469	0.8147908	0.6822593	0.88628244	0.7382623	0.79285663	0.82486844	0.7061443	0.72906554	0.8259189	0.73710155	0.7751386	0.74356484	0.6052717	0.7813941	0.928066	0.7038294	0.74852985	0.8502866	0.7610935	0.86747277	0.6785432	0.8267486	0.68952787	0.6804758	0.68179643	0.71650374	0.8997469	0.75183564	0.8354228	0.8535039	0.82568794	0.7378738	0.8676949	0.6493032	0.8917656	0.75316364	0.84088594	0.7534173	0.7010946	0.8980599	0.7564871	0.84636396	0.94038963	0.7758606	0.87145144	0.8693687	0.9065436	0.65002716	0.8297768	0.70988095	0.8101975	0.86564684	0.7955054	0.8608308	0.6958475	0.9631028	0.71370685	0.9417107	0.73940647	0.78264594	0.77109885	0.7605599	0.6437753	0.8219812	0.8030425	0.0	0.91930807	0.8914758	0.81162393	0.80120015	0.93436986	0.9653033	0.86337376	0.8015468	0.9122756	0.54511225	0.7205038	0.6825253	0.8759393	0.7597062	0.7528545	0.7678944	0.7790104	0.7252256	0.5812354	0.78014195	0.8751161	0.8237492	0.88360286	0.77069664	0.648462	0.8919146	0.8348964	0.879065	0.8059094	0.9099105	0.94368523	0.74587035	0.74905264	0.83693147	0.770795	0.7411332	0.9480748	0.85448927	0.82409275	0.702257	0.612278	0.8947405	0.8497022	0.7843629	0.8188076	0.799384	0.8307232	0.87345815	0.65206325	0.7887437	0.88045895	0.84426326	0.79154515	0.7998856	0.7063807	0.82936347	0.61375487	0.68696505	0.7227931	0.8778694	0.8329146	0.79451513	0.79848975	0.84627247	0.91286236	0.7028075	0.8882426	0.8263304	0.70193124	0.873445	0.8658394
2001/noun	0.9478551	0.91615725	0.9303458	0.9781682	0.94882727	0.97738993	0.8717232	0.9988066	0.955371	0.87297654	0.9321887	0.90548015	0.87305236	0.96555525	0.9086332	0.9447598	0.85605985	0.9449182	0.55286574	0.9320916	0.939186	0.90632117	0.81256974	0.98411304	0.875073	0.9540398	0.96754503	0.9439819	0.8813426	0.9626426	0.8706578	0.89172894	0.73224235	0.8692341	0.987056	0.76023525	0.97603893	0.99746686	0.8622513	0.94553715	0.9132174	0.9073837	0.9824932	0.8727079	0.94684225	0.8085497	0.8933677	0.70809615	0.9371998	0.9540917	0.9012931	0.9760545	0.9467488	0.7644009	0.91415894	0.9228106	0.87575275	0.99085766	0.83637214	0.9590412	0.8670061	0.8377438	0.94099444	0.90293586	0.97295195	0.84708476	0.9220955	0.83936083	0.94300866	0.8797276	0.9506759	0.8543253	0.94063157	0.94595987	0.87962127	0.59704745	0.9684664	0.7724995	0.81404907	0.9849534	0.96553427	0.9636901	0.93863434	0.8111484	0.98604554	0.9380754	0.9912168	0.87267405	0.8913468	0.98010653	0.9801639	0.8370446	0.8452335	0.87676233	0.8561211	0.87365997	0.9278945	0.97189444	0.8862314	0.8082522	0.96670836	0.98582643	0.9620355	0.80751634	0.91930807	0.0	0.7914097	0.8098036	0.9862651	0.9982994	0.9655249	0.95479065	0.7994907	0.87160337	0.9667238	0.9326378	0.82928526	0.98290133	0.94475335	0.8916979	0.77000856	0.74610364	0.96787244	0.8586217	0.98075473	0.9789608	0.941115	0.9593666	0.91665614	0.85919094	0.9681978	0.8822428	0.85880613	0.88926303	0.902481	0.96576387	0.93928707	0.9389803	0.8579589	0.90577334	0.90962726	0.6832185	0.98523533	0.89539844	0.95958304	0.87651753	0.97249925	0.9715457	0.9659252	0.7826188	0.97451407	0.90017897	0.93631476	0.98489755	0.9357566	0.9546633	0.89187753	0.93443835	0.857606	0.754733	0.96445894	0.8964253	0.9744411	0.94840014	0.88225865	0.9325456	0.97313637	0.93521583	0.80680704	0.9455419	0.95349723	0.8215148	0.8472962	0.94120324	0.87162364	0.9626595
in_activiteit/noun	0.834671	0.9036547	0.91197014	0.98477787	0.6807177	0.93259364	0.88317275	0.80555034	0.8457128	0.73358995	0.7711283	0.9122936	0.88338006	0.7642714	0.9851804	0.9859579	0.9532087	0.8874285	0.97859323	0.869499	0.92747396	0.96548915	0.9734001	0.86892366	0.9543174	0.772895	0.8940258	0.9140625	0.90572214	0.8444882	0.8140638	0.9398145	0.54497635	0.83852684	0.8718643	0.8137467	0.9162224	0.9731632	0.89647055	0.91819495	0.8934258	0.89734274	0.92221355	0.92285305	0.897987	0.97915024	0.9686865	0.9311495	0.9465092	0.87977976	0.87947834	0.9230952	0.86278284	0.55591106	0.93604404	0.8731942	0.9465664	0.9038651	0.82436424	0.9517912	0.66871387	0.90856767	0.9397111	0.91887575	0.80074716	0.7257184	0.91125196	0.8779204	0.9335035	0.79201263	0.8478112	0.90305376	0.75850445	0.9636964	0.8104118	0.82648456	0.956594	0.49227422	0.75182587	0.9567785	0.88151026	0.93608385	0.81544477	0.68377995	0.96863866	0.92829764	0.972709	0.67569435	0.82586014	0.910789	0.9432418	0.88339615	0.8404381	0.8916856	0.8370631	0.7778259	0.86783224	0.9133549	0.8957686	0.7502183	0.88676524	0.97537243	0.8105242	0.7778702	0.8914758	0.7914097	0.0	0.63142365	0.75774336	0.57848996	0.9232023	0.9917794	0.5928961	0.75319785	0.88104916	0.88969606	0.8484471	0.9280953	0.9309451	0.92773175	0.77172065	0.89302325	0.8741417	0.8978804	0.96339893	0.9091349	0.94079727	0.80210924	0.8008829	0.52420473	0.8365884	0.47011018	0.9357509	0.755703	0.8179204	0.9745012	0.9041996	0.7403523	0.8850162	0.7772206	0.7138715	0.57016134	0.8982742	0.7095554	0.8989496	0.9370738	0.90278333	0.8583119	0.95085245	0.7047063	0.85829467	0.88536596	0.92821074	0.9536934	0.9408436	0.5872023	0.6633464	0.91273683	0.9332546	0.6216001	0.91352284	0.9210137	0.92065465	0.8456635	0.9055879	0.9850268	0.9421617	0.9031373	0.43591923	0.86093384	0.7738464	0.9064141	0.9262372	0.8920258	0.840513	0.77473176
minstens/adv	0.7525442	0.92135346	0.94245815	0.9642363	0.85032535	0.93959755	0.8305638	0.8483131	0.8284328	0.78646624	0.9227927	0.97104234	0.8118937	0.7617493	0.9018058	0.93930787	0.8965732	0.8825214	0.9710658	0.8485594	0.92547363	0.9812018	0.8950527	0.8735726	0.8304608	0.84000915	0.8078494	0.92243725	0.94026935	0.9090921	0.8698914	0.81845164	0.60330933	0.79127645	0.98226386	0.8200479	0.90338683	0.8881531	0.9131891	0.92949224	0.75881183	0.88973564	0.89213693	0.9741477	0.72429204	0.96496	0.8324766	0.88945687	0.85071546	0.8549111	0.70086026	0.9162947	0.77050513	0.52854633	0.8777188	0.84980214	0.7769229	0.80377185	0.8750512	0.8589351	0.68002844	0.88991255	0.7663486	0.7644399	0.7769264	0.7080441	0.6854522	0.7711437	0.90532625	0.6118696	0.7061336	0.5694019	0.82490695	0.82867	0.7896626	0.8425269	0.8745872	0.6696272	0.82532626	0.73219395	0.9110369	0.9089943	0.68652326	0.70971334	0.8308381	0.7893451	0.91434884	0.57781875	0.82641363	0.8878644	0.96311396	0.85856473	0.8448876	0.88502747	0.8827684	0.704419	0.81843996	0.9986617	0.7703529	0.93370974	0.9391867	0.9223008	0.72904384	0.7259307	0.81162393	0.8098036	0.63142365	0.0	0.7641366	0.79012513	0.63054323	0.7455578	0.5241449	0.92414224	0.8791226	0.90537703	0.79660237	0.8972795	0.705847	0.9551774	0.5629653	0.76368785	0.8099838	0.76429605	0.9042301	0.86426044	0.8242055	0.71754277	0.803177	0.6460835	0.9308283	0.4667874	0.8712732	0.8060533	0.75229	0.9433592	0.87825704	0.88997626	0.9167922	0.75248015	0.68502176	0.48264313	0.9022322	0.648561	0.8323248	0.9211213	0.96299344	0.8405513	0.9014715	0.7928779	0.7966714	0.8219088	0.8633379	0.92252517	0.8271778	0.7504091	0.7306324	0.9204378	0.81234896	0.6030523	0.87170833	0.8466502	0.8100509	0.83775735	0.85264856	0.9015508	0.85615087	0.7527588	0.49787313	0.8758545	0.7613905	0.92932373	0.88361716	0.7733853	0.86589146	0.89080083
teen/noun	0.9411479	0.97347313	0.8651563	0.8396053	0.8513925	0.97236973	0.7757543	0.91347176	0.67228574	0.8337334	0.7264459	0.9401272	0.64717114	0.82872546	0.8472601	0.85944575	0.6656822	0.9150578	0.96908087	0.83966315	0.89424	0.8934376	0.8284247	0.65304935	0.94084847	0.7853147	0.7704361	0.76481783	0.9108733	0.5893802	0.7731204	0.88459635	0.7815095	0.85453546	0.9641701	0.80745244	0.6165819	0.9454535	0.7266097	0.8919386	0.8531881	0.9024059	0.8493382	0.9623714	0.92881864	0.930278	0.67729044	0.83626425	0.70969737	0.90263605	0.74432254	0.8563786	0.875934	0.9283283	0.8600272	0.8310761	0.9830307	0.7077638	0.9266681	0.80130535	0.7186282	0.8238828	0.90141314	0.70216054	0.8620342	0.4094479	0.8596618	0.82074046	0.93390447	0.8514005	0.82647306	0.678905	0.79551315	0.9524424	0.85334164	0.8100735	0.93329763	0.78358483	0.9345848	0.43881637	0.9173215	0.89740217	0.7835766	0.78187263	0.98138744	0.6224942	0.79019564	0.76204693	0.87262684	0.9316122	0.9259274	0.946392	0.88353795	0.7897823	0.9454803	0.7942672	0.84293145	0.8607305	0.79309756	0.8558251	0.8671767	0.73959064	0.8978127	0.78101325	0.80120015	0.9862651	0.75774336	0.7641366	0.0	0.77218324	0.8856248	0.6843558	0.80389696	0.89741683	0.6367465	0.9159118	0.7806243	0.9454075	0.85062146	0.9136878	0.77118146	0.81196713	0.79624134	0.7869553	0.87574214	0.9006672	0.8362561	0.4936654	0.7814242	0.7132259	0.8732161	0.5259527	0.7734293	0.9281331	0.73116744	0.7577625	0.8460947	0.80333865	0.8940213	0.66303384	0.8056561	0.8780823	0.948413	0.7362834	0.88616014	0.6873045	0.9391	0.8354546	0.84606093	0.82027113	0.84551597	0.82669467	0.85736334	0.929945	0.85029715	0.8002758	0.6866895	0.9201189	0.5108367	0.8203646	0.8279181	0.90629387	0.84799844	0.90240854	0.92436206	0.5846493	0.7272707	0.9090069	0.7678754	0.9223074	0.8518009	0.93448293	0.9455418	0.8882722	0.87081265	0.87774515
kern/noun	0.918347	0.8770042	0.97623366	0.9447254	0.4226495	0.9573251	0.75166804	0.5484991	0.8940875	0.70753014	0.9176943	0.94937575	0.7862123	0.9119425	0.95928925	0.9728767	0.88196677	0.8266561	0.97823167	0.9026609	0.9242304	0.9496876	0.945732	0.84576225	0.9273081	0.853846	0.91467446	0.9360289	0.938419	0.929927	0.9251006	0.8939458	0.8059102	0.8501908	0.929952	0.8632449	0.79235214	0.95678276	0.9238581	0.8938411	0.93456995	0.8818207	0.9765526	0.9380992	0.96042836	0.9793968	0.9636768	0.9089732	0.8847114	0.8607835	0.88739794	0.9404117	0.92870134	0.83247656	0.9025887	0.8004476	0.8071034	0.81460416	0.8431288	0.98547643	0.814331	0.9026773	0.78639126	0.9707767	0.7152512	0.8445083	0.95033175	0.928517	0.9106449	0.9381843	0.87574834	0.8860034	0.86971974	0.96106803	0.9024358	0.81952786	0.9440581	0.47342223	0.9868776	0.9156084	0.8246082	0.9619651	0.8755981	0.8037766	0.95062894	0.9462323	0.9695967	0.76769805	0.90180534	0.8625009	0.9778883	0.9422576	0.83876044	0.9007791	0.85940975	0.91514766	0.9505092	0.94731253	0.900472	0.6998664	0.9402968	0.94835204	0.80226314	0.9542819	0.93436986	0.9982994	0.57848996	0.79012513	0.77218324	0.0	0.9562043	0.9228876	0.7604617	0.8688393	0.896034	0.98762155	0.9044645	0.87607056	0.9002089	0.9555563	0.810366	0.8951237	0.8290951	0.8852681	0.88927025	0.77823323	0.8539969	0.8694959	0.85432625	0.5239742	0.76320755	0.61812294	0.7241175	0.90489715	0.889057	0.9706655	0.74414766	0.7035656	0.8260313	0.8210682	0.79726845	0.7508366	0.8114558	0.6625432	0.86625874	0.91608375	0.90841556	0.81656945	0.90561604	0.8158213	0.8744496	0.9109231	0.9685289	0.97848666	0.89192617	0.37962228	0.55023396	0.9454165	0.860121	0.7246134	0.8899685	0.9980207	0.7860581	0.96502304	0.8417866	0.9181595	0.94509757	0.95031124	0.5831153	0.85158056	0.7860382	0.8380662	0.95483315	0.9390586	0.9483164	0.588665
schaar/verb	0.96040285	0.876795	0.9711282	0.9799126	0.9128641	0.962836	0.9906317	0.8592285	0.98030895	0.85833967	0.98478764	0.9302857	0.9244811	0.8105295	0.81425464	0.9872358	0.71702206	0.9383768	0.9558555	0.8099276	0.93759096	0.95987105	0.87115914	0.9696838	0.85868526	0.9608489	0.9182862	0.9294912	0.9648798	0.96131706	0.88288206	0.9620736	0.87167954	0.85965973	0.970016	0.9527797	0.9867338	0.95156515	0.94011325	0.9373294	0.8408718	0.8909243	0.97230214	0.91569287	0.83057564	0.8948747	0.93923557	0.9797814	0.8522116	0.9806163	0.9571742	0.9035998	0.7636123	0.7762955	0.84280014	0.96939826	0.93060327	0.802604	0.92033845	0.8855721	0.86106545	0.9588478	0.7342645	0.8749155	0.83616143	0.80783725	0.7861083	0.75102115	0.8953967	0.6785666	0.83785963	0.85715735	0.9729861	0.895057	0.79208255	0.8682962	0.9127097	0.90050375	0.9730602	0.842373	0.96684605	0.8558964	0.7626723	0.83757895	0.90321237	0.85540086	0.95206404	0.6583283	0.8942597	0.91797364	0.9034295	0.8977834	0.9026003	0.94082373	0.87019986	0.8262304	0.5440646	0.95419353	0.8919157	0.9806469	0.9447608	0.87910557	0.8180091	0.88118136	0.9653033	0.9655249	0.9232023	0.63054323	0.8856248	0.9562043	0.0	0.92151386	0.87297285	0.8605792	0.89204866	0.95614845	0.96283734	0.89782536	0.9616569	0.9657716	0.8240083	0.93940026	0.9186105	0.9525524	0.8842118	0.94867426	0.85441816	0.89374864	0.9588458	0.8482164	0.93845785	0.78037095	0.96679825	0.79308194	0.93200105	0.9584533	0.9400269	0.9651539	0.8811651	0.89489216	0.7434902	0.8598063	0.9238162	0.8427684	0.95855325	0.9620355	0.9071302	0.88932866	0.876287	0.9162428	0.8757568	0.9244064	0.8977479	0.97946507	0.8708317	0.902749	0.9445982	0.9938125	0.8906705	0.8548298	0.8523233	0.94671154	0.84863114	0.9274629	0.9227896	0.93357223	0.7500318	0.79248834	0.878934	0.9084148	0.83696014	0.948572	0.95309854	0.92712164	0.9470968	0.9171025
kaas/noun	0.9812181	0.9510465	0.897783	0.8036865	0.8398125	0.9140104	0.7790872	0.9003962	0.78690547	0.8734286	0.93662053	0.94785744	0.7971654	0.8784371	0.84364974	0.8557553	0.80532664	0.82256514	0.9899837	0.92134625	0.91114646	0.9736918	0.9277031	0.73542476	0.9016933	0.9427478	0.7885932	0.9347545	0.910854	0.929326	0.8846921	0.9177083	0.9113414	0.87298554	0.97630924	0.8981386	0.54810023	0.9766742	0.87970513	0.95569825	0.7743052	0.95292526	0.9149761	0.9888242	0.92964727	0.918887	0.7873304	0.9241753	0.88576293	0.75253177	0.733948	0.7505985	0.906786	0.96261835	0.87654006	0.8940635	0.96492475	0.89451766	0.93353814	0.8448342	0.7700346	0.8872907	0.91210705	0.754155	0.86153644	0.8218301	0.83310163	0.8167818	0.9713058	0.83389133	0.78334165	0.62470937	0.8893482	0.986681	0.8717377	0.9662742	0.8958109	0.94258416	0.92568505	0.7834555	0.9446047	0.977642	0.79174966	0.7567314	0.9961883	0.6937281	0.79371876	0.78464675	0.9010957	0.96422154	0.95714235	0.89205146	0.9388792	0.79358333	0.98852944	0.87625927	0.9847694	0.8344079	0.7793068	0.9745927	0.8981654	0.6171585	0.8526857	0.8474022	0.86337376	0.95479065	0.9917794	0.7455578	0.6843558	0.9228876	0.92151386	0.0	0.9589186	0.91514444	0.78511643	0.7711118	0.81510085	0.86012256	0.9033545	0.92129403	0.9552169	0.6528262	0.91567194	0.8873503	0.8950156	0.89510316	0.738101	0.47955298	0.897936	0.92433864	0.93724126	0.8659076	0.66009545	0.95569634	0.6094862	0.84211963	0.86159456	0.9738635	0.961652	0.8805773	0.95862067	0.86306816	0.87750256	0.9353555	0.9495486	0.91324574	0.94843256	0.85791945	0.9163126	0.77859807	0.88386035	0.86393166	0.7659894	0.89255834	0.9126003	0.9596375	0.7170382	0.8779668	0.67713904	0.93531203	0.96458554	0.94534314	0.8876802	0.9467137	0.96070445	0.39336103	0.8023627	0.74000114	0.96624863	0.9380987	0.91497767	0.9657749	0.8935813	0.98883086	0.95891315	0.94697267
operatie/noun	0.86770445	0.7839335	0.9367277	0.9745039	0.8424325	0.8755964	0.86990714	0.8623518	0.7888403	0.7934839	0.8634341	0.9536937	0.7992237	0.7684705	0.93601716	0.92297226	0.90200675	0.8833056	0.98833835	0.8498745	0.9395541	0.85314083	0.9872431	0.9185486	0.95222795	0.9085598	0.85541505	0.8886762	0.7909027	0.8366735	0.83041894	0.81349087	0.6642165	0.9068175	0.97336316	0.8705849	0.97405475	0.93302387	0.93801785	0.91888905	0.91225344	0.8878807	0.9481554	0.9280428	0.77755976	0.98246217	0.9597373	0.9363921	0.90835226	0.8740008	0.90249574	0.941976	0.93576837	0.58045304	0.8534062	0.87738514	0.8268217	0.80300516	0.90453774	0.7987857	0.6877202	0.81652474	0.7850394	0.89033794	0.79137534	0.78730154	0.8596401	0.89264	0.87914443	0.92309374	0.87123793	0.84133625	0.9028504	0.9726386	0.88189816	0.8493481	0.94364166	0.54175913	0.85061944	0.77412856	0.87521684	0.7485969	0.805049	0.8682078	0.9083505	0.85022455	0.9523649	0.7966827	0.80564076	0.8550827	0.8927299	0.9313617	0.66728425	0.84361476	0.8291074	0.90049624	0.89481735	0.86158586	0.9103414	0.88898355	0.94119143	0.9683416	0.70625997	0.6981313	0.8015468	0.7994907	0.5928961	0.5241449	0.80389696	0.7604617	0.87297285	0.9589186	0.0	0.8028585	0.9033564	0.86656463	0.8261988	0.80987346	0.8778679	0.90225506	0.68932986	0.86301374	0.86486906	0.7911352	0.96648586	0.86019933	0.8335958	0.8578127	0.82406396	0.7596093	0.89418226	0.54301393	0.9298635	0.794381	0.884845	0.9600462	0.8690798	0.87224877	0.95604247	0.9079063	0.79428047	0.46731323	0.7999121	0.69785434	0.89378333	0.895953	0.8216502	0.7474412	0.7871524	0.68936646	0.887661	0.9401374	0.93521523	0.9402788	0.8918147	0.7378148	0.76856816	0.940444	0.94174486	0.7553204	0.9405596	0.87105066	0.8751084	0.86884755	0.71449506	0.95745337	0.8641495	0.8912863	0.48449767	0.9156606	0.89841986	0.92891985	0.9087905	0.68494415	0.9321472	0.8714973
inmiddels/adv	0.91866225	0.893412	0.67838037	0.79150325	0.91180736	0.81371534	0.8579114	0.87010974	0.816859	0.777419	0.8777292	0.80887127	0.83306706	0.8042103	0.8208596	0.9226631	0.68305254	0.7636805	0.93932784	0.86309516	0.8987355	0.9357967	0.9915596	0.7273247	0.91367084	0.8166642	0.8710371	0.83261025	0.7018719	0.9021996	0.8185077	0.87633556	0.8636594	0.8057153	0.9392502	0.9012722	0.9294557	0.91565394	0.96557873	0.92216337	0.7859107	0.67271733	0.91388017	0.9543288	0.93773717	0.97145337	0.8551805	0.88286525	0.8505542	0.8177713	0.77578986	0.8258699	0.8476384	0.81248564	0.8688935	0.72786653	0.8942608	0.8269498	0.77481055	0.9404008	0.7157747	0.7155752	0.7036326	0.8883021	0.7634622	0.8213392	0.92216605	0.74182546	0.69440114	0.8298022	0.8533987	0.8807838	0.8529753	0.9562381	0.7234323	0.9333284	0.72811806	0.78775084	0.8967896	0.8492826	0.9011292	0.7470639	0.7601606	0.6903232	0.9681204	0.90472484	0.80254173	0.8496476	0.8369519	0.915745	0.92534226	0.9425005	0.7699846	0.7660423	0.9405055	0.7556566	0.7932801	0.84972584	0.78905284	0.9129451	0.8902132	0.79097956	0.77178085	0.85832787	0.9122756	0.87160337	0.75319785	0.92414224	0.89741683	0.8688393	0.8605792	0.91514444	0.8028585	0.0	0.84394956	0.9050907	0.87764096	0.7764885	0.8509927	0.65173054	0.89392394	0.79749507	0.8281864	0.78472656	0.94222784	0.8164103	0.6609205	0.8574345	0.7479193	0.83542085	0.9240266	0.9179856	0.7744301	0.9141335	0.9101909	0.7889998	0.79717445	0.7363307	0.8074093	0.7846917	0.849365	0.85993934	0.74328864	0.8571946	0.8551807	0.9177494	0.9511839	0.77307105	0.7973141	0.5096294	0.7995484	0.885237	0.8697858	0.930762	0.7809483	0.77610826	0.8265145	0.9232502	0.86250734	0.8987924	0.91890734	0.90208626	0.8524644	0.7963383	0.89960295	0.8739778	0.8849302	0.89505625	0.79607236	0.85132146	0.89220846	0.8293832	0.8988471	0.9431681	0.9105754	0.8250248
beetje/noun	0.7491554	0.92282224	0.90469706	0.84121346	0.8688711	0.8298212	0.82629716	0.94218004	0.4511547	0.6596259	0.68598473	0.8802972	0.490493	0.6348486	0.8689981	0.8281784	0.7995608	0.7998685	0.97090214	0.6681552	0.68242973	0.91276646	0.90417516	0.67173284	0.8108152	0.6818789	0.50618446	0.5917429	0.8429468	0.48377728	0.7425314	0.70787483	0.7283124	0.6827315	0.96968466	0.643026	0.71320915	0.7875929	0.8123218	0.7697933	0.6113405	0.8209645	0.86073554	0.8491131	0.7288369	0.7882314	0.7605433	0.8320636	0.62130344	0.8709143	0.7663263	0.7667935	0.763495	0.8802309	0.6126362	0.6965902	0.923698	0.64241016	0.8957131	0.6637927	0.6226274	0.7583723	0.76464236	0.7366043	0.7675829	0.79474986	0.5804221	0.6867989	0.7804934	0.7066115	0.6313222	0.79786026	0.6409269	0.8747728	0.65003735	0.82450926	0.58599734	0.6711079	0.9150528	0.7916447	0.78376603	0.89026296	0.54797316	0.81919837	0.93483216	0.8058412	0.8416165	0.6511184	0.6713803	0.9000559	0.84327364	0.7798619	0.8292972	0.57333446	0.897775	0.6743501	0.8050353	0.8056587	0.6684495	0.83915985	0.9025702	0.78187805	0.86291313	0.5760005	0.54511225	0.9667238	0.88104916	0.8791226	0.6367465	0.896034	0.89204866	0.78511643	0.9033564	0.84394956	0.0	0.73044956	0.7428534	0.88484013	0.7153995	0.8769929	0.7972374	0.6550775	0.42851776	0.6574807	0.8158907	0.85149395	0.70166373	0.7699356	0.5258471	0.6583254	0.83643574	0.8495324	0.69081783	0.8909169	0.8142534	0.8993826	0.765275	0.5551837	0.9027309	0.73940396	0.84678465	0.93952847	0.91444063	0.6398063	0.70736206	0.62968314	0.8468207	0.8508097	0.7406299	0.78901166	0.64504766	0.6434599	0.82007074	0.7289525	0.77196616	0.7960436	0.77488476	0.8441692	0.7080585	0.74134356	0.78267723	0.7702542	0.6679573	0.7046788	0.8782153	0.75915754	0.67776304	0.8158357	0.8653035	0.9482364	0.65308976	0.8726008	0.85229474	0.9589985	0.79969424	0.9395167
evengoed/adv	0.67451084	0.788792	0.90278363	0.85177934	0.8589487	0.763965	0.9168677	0.80704606	0.58267003	0.7767029	0.9271717	0.9322358	0.6893947	0.77064025	0.86454284	0.7961495	0.91318613	0.7633292	0.94924927	0.6844053	0.91238683	0.9469744	0.9726643	0.81263953	0.8499927	0.879247	0.71593213	0.7047884	0.8559349	0.7242156	0.7822256	0.7145747	0.7371198	0.7871481	0.9044311	0.8069835	0.83424556	0.80004185	0.78665376	0.8589659	0.7158479	0.90959275	0.80244786	0.9007218	0.7673531	0.79625386	0.8284449	0.88495684	0.562198	0.89747745	0.869793	0.81329817	0.88155603	0.84410197	0.55811524	0.78652763	0.88082016	0.6057927	0.8431126	0.6264916	0.73404026	0.8233652	0.8686149	0.86949843	0.6716213	0.8629991	0.7070745	0.7199644	0.85311234	0.7844896	0.8472644	0.84109354	0.7778841	0.8931418	0.7789362	0.84788626	0.8285466	0.77364916	0.7259078	0.9515808	0.8136228	0.9103129	0.7714565	0.6817043	0.9160791	0.8455184	0.73569226	0.80750585	0.63872254	0.65589666	0.91216964	0.6879976	0.8640562	0.61556494	0.85510993	0.86857647	0.8464329	0.8926343	0.83028436	0.8011616	0.8282688	0.77124655	0.83074194	0.575091	0.7205038	0.9326378	0.88969606	0.90537703	0.9159118	0.98762155	0.95614845	0.7711118	0.86656463	0.9050907	0.73044956	0.0	0.8382771	0.8324902	0.7538033	0.89353156	0.7673262	0.7647915	0.7621045	0.6906469	0.8751434	0.85228413	0.6878344	0.8630419	0.71221185	0.78229237	0.8668891	0.909647	0.7628943	0.6382618	0.672673	0.9533713	0.8286906	0.8502356	0.9505522	0.7860694	0.9425227	0.80908203	0.7884227	0.7815153	0.77818143	0.8244025	0.81166863	0.81364465	0.6554563	0.844066	0.7881561	0.7309198	0.9550367	0.66927737	0.84882563	0.9263815	0.8804993	0.851565	0.91412055	0.8596127	0.95845777	0.71704227	0.8260039	0.6533785	0.8107185	0.76066244	0.719892	0.6584744	0.81574905	0.83271176	0.68583524	0.8040596	0.8305619	0.89486	0.8228931	0.9464984
