	sinds/prep	men/pron	taksen/noun	Canada/name	toelage/noun	LPF_minister/noun	successie_recht/noun	frank/noun	vertwijfeld/adj	Camiel/name	hoopvol/adj	nu/adv	accijns/noun	zoals/comp	overheid/noun	tarief/noun	hand/noun	maandag_avond/noun	KLM/name	administratie/noun	Informatie/name	been/noun	Lanaken/name	aanvankelijk/adj	vorder_terug/verb	invoer_recht/noun	arm/noun	ter/prep	vinger_DIM/noun	Griek/noun	hierover/pp	glas_DIM/noun	te/prep	gemeente/noun	handpalm/noun	laag/adj	omdat/comp	staat/noun	vanaf/prep	triomfantelijk/adj	alsof/comp	inkomst_belasting/noun	beeld_DIM/noun	als/comp	bovendien/adv	toegang/noun	per/prep	en/vg	zij/pron	instantie/noun	loon_belasting/noun	voortaan/adv	netjes/adj	lidstaat/noun	die/det	statie_geld/noun	belasting/noun	tol/noun	lach/adj	vinger/noun	provincie/noun	premie/noun	mag/verb	college_geld/noun	dankbaar/adj	procent/noun	verzekeraar/noun	wanneer/comp	heffing/noun	opcentiemen/noun	om/comp	onroerend_zaak_belasting/noun	feestganger/noun	langzaam/adj	dan/adv	Francis/name	Henk/name	rente/noun	eventueel/adj	echter/adv	ministerie/noun	entree/noun	heer/noun	ze/pron	belasting_dienst/noun	in/verb	even/adj	Litmanen/name	arm/adj	toegang_prijs/noun	tegelijk/adj	op/prep	over/prep	alvast/adv	bovenop/prep	verontschuldig/adj	zondag_middag/noun	energie/prefix	inmiddels/adv	fiscus/noun	hak/noun	nergens/adv	immers/adv	boete/noun	anno/prep	taks/noun	daarna/adv	boven/prep	toch/adv	stad/noun	keer/noun	het/det	meer/adj	milieu_belasting/noun	louter/adj	terwijl/comp	of/vg	toeslag/noun	teatraal/adj	dwingend/adj	percentage/noun	glas/noun	land/noun	regering/noun	zonder/comp	sanctie/noun	hoofd/noun	hij/pron	hoog/adj	voorheffing/noun	ook/adv	opslag/noun	hulpeloos/adj
of/vg	0.9128102	0.70690405	0.6572022	0.7798392	0.77757084	0.9180386	0.67827034	0.5098008	0.8481528	0.90187734	0.9006562	0.79337704	0.5847235	0.4925307	0.5636514	0.62083054	0.566237	0.9052688	0.87146515	0.783325	0.9598314	0.65330255	0.90441114	0.7394893	0.66429675	0.64803874	0.6987678	0.58615375	0.70359516	0.79858243	0.6735657	0.5692451	0.6601509	0.70599365	0.6947731	0.60913277	0.5943501	0.7243931	0.62370765	0.85430443	0.6768665	0.6485168	0.6350017	0.68825626	0.61602366	0.6852181	0.4712624	0.36761636	0.6969727	0.7980052	0.74817514	0.5474302	0.67823935	0.67459047	0.6561422	0.5345073	0.52898276	0.79591364	0.7677606	0.6922436	0.7777592	0.6619277	0.65042984	0.7725709	0.7457459	0.6384022	0.76513124	0.60054946	0.5202331	0.70042014	0.55434775	0.8047849	0.6570951	0.7388524	0.64228	0.9543333	0.94768137	0.71300334	0.53499305	0.7369671	0.9092703	0.8025962	0.85990584	0.7749945	0.73040867	0.5116627	0.68991154	0.89365697	0.7128588	0.5991312	0.7913164	0.53480977	0.58874357	0.6721937	0.5064316	0.81065685	0.81314623	0.72104	0.8182212	0.6717869	0.8106621	0.6850579	0.599222	0.55454224	0.78467685	0.5950576	0.6116785	0.5949335	0.8670802	0.7517017	0.72898006	0.76068246	0.56700623	0.5468546	0.71309257	0.5798274	0.0	0.7014402	0.7776517	0.83419013	0.70423913	0.50088835	0.6792847	0.6283697	0.4635569	0.71896344	0.7365626	0.87366414	0.55756617	0.60100675	0.75285953	0.7063152	0.7910299
toeslag/noun	0.71569127	0.8360598	0.670282	0.90666217	0.59791195	0.9263875	0.5959461	0.6375475	0.90259784	0.9750074	0.92627645	0.8389274	0.68199337	0.8672615	0.6868855	0.5601178	0.9416501	0.9202067	0.48181933	0.5899717	0.8729006	0.95189726	0.84227306	0.7405797	0.6436358	0.69578224	0.96182996	0.8841464	0.9331664	0.9796586	0.63142025	0.8876888	0.91573924	0.666018	0.9469151	0.58779204	0.67480314	0.74658024	0.5151948	0.84418434	0.88329196	0.49674416	0.9412545	0.8187047	0.5149211	0.81838965	0.5152629	0.75889874	0.670817	0.6910283	0.5106462	0.5417807	0.79689777	0.8229877	0.5763352	0.71455723	0.5031885	0.7150854	0.9436928	0.9357097	0.7445825	0.25777626	0.76105666	0.7274357	0.94695014	0.441634	0.5672033	0.75671077	0.51889694	0.6299858	0.80810463	0.56725115	0.8328579	0.8835272	0.8044857	0.9147834	0.9781894	0.48451006	0.58126986	0.8057794	0.82758915	0.6159346	0.9270172	0.9104419	0.48511648	0.5599843	0.961882	0.89074665	0.8934583	0.7445734	0.87985355	0.7066041	0.683522	0.7512267	0.5314206	0.962403	0.9067538	0.79775554	0.79455733	0.52349484	0.8348317	0.9009331	0.693865	0.49639672	0.8799731	0.52801	0.90893656	0.61712015	0.95136154	0.8038415	0.83363223	0.89281476	0.77985716	0.5534339	0.8671005	0.74009097	0.7014402	0.0	0.8667119	0.8933961	0.5518211	0.8122082	0.86113364	0.8350011	0.76892793	0.78871226	0.83954537	0.92530996	0.69418085	0.47569442	0.816706	0.6311035	0.9536683
teatraal/adj	0.7546407	0.8368066	0.9472303	0.96945983	0.944595	0.9455983	0.91451585	0.9285397	0.77497005	0.9446114	0.8043213	0.8276063	0.94980884	0.7539833	0.91954434	0.97990555	0.6703769	0.791658	0.9574279	0.9548062	0.8210226	0.63047194	0.9647151	0.6597322	0.9847497	0.92908716	0.6837081	0.9699801	0.85520196	0.6974122	0.9322373	0.84773445	0.5657114	0.95481044	0.7775972	0.9735424	0.8887578	0.90248275	0.8993877	0.59492576	0.66715086	0.9619616	0.8855591	0.9295994	0.96835077	0.8362981	0.9501243	0.7423723	0.8790942	0.98788136	0.96037996	0.95921844	0.9019416	0.8360245	0.82618064	0.9242896	0.9493624	0.92878336	0.6211076	0.81446457	0.935023	0.9524745	0.9687169	0.9070224	0.8612888	0.97319454	0.96212846	0.8652864	0.9543052	0.9918809	0.8754546	0.97173387	0.9028702	0.6898539	0.9405101	0.9903368	0.9194925	0.98010707	0.9737329	0.79025656	0.9767793	0.63190424	0.7729101	0.80000466	0.98292196	0.95335996	0.8041104	0.7650484	0.61727726	0.94259477	0.68717766	0.95022917	0.96115005	0.98070675	0.88627523	0.76277137	0.9266433	0.9658742	0.9807542	0.9815565	0.8567182	0.7390571	0.9469688	0.9551166	0.62442315	0.9429117	0.87770647	0.8587557	0.9118044	0.8705191	0.94162405	0.91845906	0.80929875	0.9622511	0.5543299	0.8038144	0.7776517	0.8667119	0.0	0.62253916	0.86597943	0.78493476	0.7373291	0.9655488	0.80405986	0.94192004	0.8214841	0.7884955	0.9487133	0.96950054	0.8355222	0.90672535	0.7242369
dwingend/adj	0.92019874	0.7467592	0.8578333	0.9429382	0.8898642	0.837433	0.83926135	0.961009	0.71581334	0.93691075	0.74532455	0.81074977	0.79850376	0.8165477	0.8576318	0.92048	0.78596866	0.9016787	0.9064386	0.86949116	0.9498848	0.78506863	0.96549696	0.75698334	0.90539294	0.8467398	0.74967515	0.98218614	0.71992385	0.87947845	0.8669364	0.876114	0.6067401	0.8978331	0.8391053	0.8604808	0.74599314	0.87744284	0.93642366	0.79028153	0.6996931	0.8459099	0.90074104	0.81336725	0.83852404	0.94910264	0.92755914	0.79209334	0.8563001	0.7904134	0.91127336	0.8657384	0.9124901	0.7758161	0.8224111	0.89077485	0.8545592	0.82299566	0.71263707	0.74963665	0.8669105	0.8729098	0.80367804	0.8775164	0.8343675	0.8942164	0.8614566	0.78651816	0.9069692	0.88829094	0.84226143	0.896084	0.70271426	0.73984563	0.8315114	0.9615333	0.8914408	0.8670793	0.9040357	0.54984266	0.9624989	0.7156326	0.8922028	0.7671161	0.9160984	0.92066264	0.7993446	0.64445025	0.753802	0.9275955	0.65012914	0.979155	0.89885086	0.81144834	0.8879382	0.8327347	0.8759815	0.9139135	0.7152066	0.8953637	0.77379245	0.7787901	0.82781845	0.93948877	0.8686091	0.89187706	0.82284296	0.8359911	0.744493	0.86809707	0.8551149	0.8515078	0.79175365	0.8601117	0.81307507	0.6885439	0.83419013	0.8933961	0.62253916	0.0	0.8400496	0.8520023	0.80961734	0.85030663	0.8047401	0.8160623	0.79881144	0.80343217	0.873788	0.9057104	0.7373167	0.88701886	0.8484103
percentage/noun	0.68551564	0.89777	0.65736413	0.8708467	0.7356313	0.93424344	0.37050444	0.71153307	0.8702887	0.99297345	0.8490782	0.85143626	0.6202198	0.82651854	0.54543525	0.30408	0.8830715	0.93384564	0.72157943	0.62607014	0.9739688	0.8257154	0.89224654	0.7370908	0.76189154	0.5646503	0.8859983	0.88027763	0.9059414	0.9131655	0.68615246	0.8611419	0.7758236	0.57075477	0.900943	0.37620926	0.6603209	0.6830437	0.60383147	0.8716968	0.8769084	0.33255255	0.919083	0.7940918	0.55608183	0.87083405	0.6539023	0.6695502	0.7269384	0.6826031	0.45989656	0.5480174	0.75661147	0.78792936	0.6513072	0.79050654	0.3497252	0.6883979	0.91109955	0.9228391	0.7174747	0.39108473	0.7965322	0.7267152	0.95871043	0.23674917	0.6135378	0.7865314	0.413593	0.43046552	0.7091759	0.59764266	0.8861429	0.76576424	0.79838055	0.95134425	0.9921833	0.34959412	0.65424204	0.773339	0.8276449	0.8358472	0.88072497	0.9278696	0.56268317	0.5180025	0.9290194	0.93026006	0.7752251	0.785465	0.70070124	0.58629996	0.69760275	0.83891916	0.5764026	0.92840165	0.9461295	0.7179506	0.8482873	0.52597135	0.74615806	0.7165786	0.5388611	0.63456357	0.8214817	0.62995243	0.9038755	0.55410314	0.8646953	0.6994546	0.76947105	0.86749744	0.7583404	0.5579237	0.8842814	0.57243246	0.70423913	0.5518211	0.86597943	0.8400496	0.0	0.8745024	0.6664126	0.8034692	0.7627171	0.9072378	0.82255656	0.93255043	0.52140176	0.39477724	0.849584	0.6460874	0.8352437
glas/noun	0.86577404	0.90362936	0.9211018	0.9446489	0.9177064	0.9618035	0.9471383	0.73706865	0.8670585	0.94925517	0.7677302	0.9177618	0.9206294	0.78080124	0.9275164	0.92621493	0.43845206	0.8655789	0.92471135	0.9349991	0.8735005	0.72679174	0.9958415	0.79482967	0.94463754	0.9446045	0.5629425	0.5466274	0.6570593	0.8433802	0.97991544	0.48562247	0.7459409	0.91057426	0.70055395	0.8915418	0.8718601	0.9255313	0.7906962	0.523741	0.6770781	0.95606977	0.6756817	0.8284677	0.91037494	0.8583602	0.58774745	0.76940066	0.8746263	0.86390495	0.92373264	0.8234401	0.7960439	0.9488442	0.8519786	0.6129507	0.90932626	0.9568797	0.65849006	0.4997213	0.9221197	0.8979009	0.84354067	0.9186001	0.84888273	0.8727858	0.93682516	0.7675908	0.82367146	0.9763214	0.7768198	0.9755873	0.6730435	0.71534425	0.8051872	0.9522388	0.78455746	0.952607	0.8877737	0.9017701	0.9777536	0.6296563	0.80392253	0.6587677	0.95799387	0.8313554	0.6175711	0.86950237	0.73346484	0.7697649	0.8192154	0.72566104	0.9208647	0.81305677	0.7242319	0.70817345	0.78814054	0.7628133	0.9001559	0.9652946	0.9232004	0.8425107	0.9349837	0.8725846	0.8445853	0.6964053	0.59377277	0.61554384	0.87532616	0.89582485	0.78679174	0.7730206	0.8219892	0.9283031	0.84655136	0.5885996	0.50088835	0.8122082	0.78493476	0.8520023	0.8745024	0.0	0.93874973	0.87392056	0.8007481	0.9689684	0.6100711	0.67543834	0.90814376	0.93796915	0.92281276	0.77470577	0.7756965
land/noun	0.78582025	0.84324837	0.75758564	0.62867665	0.9131802	0.92195165	0.7834331	0.78030694	0.8991046	0.8778637	0.94938093	0.91431224	0.6478042	0.70328426	0.722579	0.70774543	0.88441503	0.9724132	0.91256356	0.83832383	0.8919046	0.72547436	0.9627056	0.8904387	0.83373076	0.6291325	0.7580036	0.81830937	0.92984915	0.96640676	0.8078304	0.965993	0.5768411	0.7891321	0.8528135	0.7036181	0.6897092	0.6673089	0.7825459	0.8057348	0.89014053	0.70815074	0.9327887	0.79806685	0.7711585	0.6242451	0.84342754	0.7098348	0.8355962	0.88244015	0.89566934	0.7566086	0.8902647	0.45722556	0.62708575	0.77406883	0.68502975	0.7751224	0.91573644	0.9686512	0.7237011	0.8297918	0.8507402	0.7745727	0.9576176	0.7082908	0.8919675	0.8910079	0.6910403	0.78686464	0.71534765	0.89112514	0.89324605	0.8819806	0.8548885	0.9837635	0.9884845	0.7516501	0.6509155	0.82298446	0.9248332	0.930782	0.951234	0.88405216	0.8601088	0.75821865	0.9711502	0.9746972	0.5477956	0.8669874	0.8611712	0.7648628	0.8433513	0.9255254	0.7357693	0.84292775	0.96964705	0.88963294	0.8601099	0.8057873	0.93669856	0.7505721	0.6641242	0.6929721	0.85594857	0.79302	0.95746076	0.77556306	0.90706974	0.7102842	0.89631647	0.8886473	0.82463574	0.76857585	0.85744977	0.76408887	0.6792847	0.86113364	0.7373291	0.80961734	0.6664126	0.93874973	0.0	0.64060545	0.7371769	0.74110734	0.79594934	0.93822736	0.70395213	0.8449642	0.8759193	0.8674828	0.76495993
regering/noun	0.95135987	0.61984915	0.51150846	0.8097353	0.82219166	0.88722324	0.6675271	0.55817986	0.96902966	0.973403	0.9067101	0.8434215	0.29938293	0.5305498	0.3588432	0.60421586	0.94896555	0.9124522	0.9083373	0.52425957	0.8140402	0.95006293	0.9254224	0.9108871	0.55819666	0.42997813	0.96970016	0.68760455	0.835003	0.9784066	0.6453221	0.97489256	0.87572503	0.5844716	0.8916479	0.5962662	0.531066	0.65778196	0.6810953	0.9713417	0.87423223	0.67018956	0.99833363	0.6459438	0.56559515	0.863006	0.63299894	0.6724129	0.72379756	0.7327976	0.6635641	0.5239745	0.6350714	0.2410295	0.5893247	0.7373802	0.44236213	0.56119585	0.8865958	0.90814954	0.7092557	0.767384	0.72371197	0.8015553	0.93825555	0.73688924	0.8063954	0.7160325	0.39607298	0.6458037	0.4061914	0.8522016	0.95782185	0.86416644	0.7507594	0.8914818	0.99963874	0.72680086	0.43861932	0.71445227	0.70265865	0.95854247	0.91306037	0.89012647	0.72805	0.42604256	0.93163747	0.9727131	0.82564694	0.9584305	0.78729707	0.5173594	0.76804423	0.81336105	0.5123191	0.97696924	0.97951734	0.67407084	0.7992133	0.6657712	0.98217285	0.70419717	0.3974839	0.5421506	0.9504223	0.5904311	0.9206156	0.8288408	0.8850565	0.6771537	0.9560022	0.8318645	0.63152325	0.5494345	0.79009664	0.9036243	0.6283697	0.8350011	0.9655488	0.85030663	0.8034692	0.87392056	0.64060545	0.0	0.44188792	0.5858121	0.9213174	0.9104876	0.59028697	0.73351896	0.79679984	0.70927644	0.9646683
zonder/comp	0.9603565	0.81935513	0.60494167	0.7573381	0.89658135	0.97403806	0.69706905	0.5925733	0.91850346	0.9389658	0.9069109	0.7885368	0.45056045	0.61531556	0.4720835	0.59542096	0.7271067	0.9276871	0.897369	0.6437274	0.94376975	0.7694995	0.8816585	0.77674454	0.60220844	0.52782035	0.7695651	0.6189393	0.6178889	0.92333335	0.46123165	0.89686936	0.79168326	0.7881685	0.6601114	0.51798105	0.57677627	0.6169472	0.6520864	0.92686313	0.6854701	0.5768527	0.93430316	0.62891805	0.5933989	0.72436637	0.66062415	0.5561336	0.7243635	0.8574584	0.7707994	0.5269754	0.68721974	0.47644943	0.7445245	0.90190744	0.49002206	0.7596084	0.789379	0.71092415	0.88252485	0.6811177	0.6811124	0.84252787	0.921264	0.6519313	0.7750215	0.55550635	0.44811714	0.76182413	0.50057113	0.80548865	0.9094236	0.7893856	0.6679651	0.9392148	0.9825761	0.6638608	0.4829039	0.7760099	0.83198404	0.88297796	0.79363286	0.8731459	0.664224	0.4433248	0.8306725	0.8790188	0.8405108	0.9202599	0.68585503	0.53048646	0.52251077	0.6552156	0.52161837	0.9508332	0.9721421	0.86263204	0.69933486	0.5308593	0.78640246	0.7217827	0.4940464	0.58025306	0.89521897	0.8070544	0.86257344	0.71162117	0.8569412	0.84042	0.8129678	0.7649309	0.7150389	0.6802045	0.7348175	0.75584483	0.4635569	0.76892793	0.80405986	0.8047401	0.7627171	0.8007481	0.7371769	0.44188792	0.0	0.8744789	0.87805283	0.9104506	0.47467136	0.6656052	0.8385136	0.827604	0.9191764
sanctie/noun	0.9281464	0.7127216	0.6141695	0.7795765	0.8122639	0.8730259	0.7913179	0.80295646	0.9709293	0.90315145	0.9383433	0.7908123	0.6398646	0.73548925	0.734264	0.8528263	0.964494	0.97136897	0.8429084	0.7919567	0.8656083	0.96519053	0.89262533	0.8810753	0.70499635	0.65605915	0.99224484	0.8472749	0.840708	0.91664237	0.7470959	0.9189758	0.9060471	0.80954725	0.9441055	0.8785774	0.653687	0.76195294	0.8697709	0.967514	0.9662266	0.83382773	0.97460705	0.7174933	0.71304286	0.9180506	0.8195236	0.82771295	0.7344627	0.68989295	0.7359222	0.7518577	0.8822464	0.49730814	0.68134856	0.82157046	0.7490094	0.74604404	0.87431	0.88518584	0.8738408	0.7976752	0.71178514	0.6870687	0.9077618	0.92719996	0.80167603	0.7530788	0.7510377	0.9053275	0.62125576	0.80536133	0.94853115	0.9173309	0.8087697	0.86922896	0.9947594	0.7789523	0.5331428	0.6960201	0.7911749	0.9016824	0.9712933	0.84773004	0.709571	0.76545566	0.9309027	0.9594711	0.8052071	0.9626149	0.89082116	0.91278785	0.70832825	0.8552228	0.79509574	0.96366346	0.95977324	0.9050835	0.9081664	0.7576009	0.93450254	0.90326124	0.7345141	0.60721326	0.96415365	0.72040206	0.760721	0.96540475	0.9023809	0.89783525	0.9691831	0.8386862	0.88259304	0.7964827	0.7991707	0.95442283	0.71896344	0.78871226	0.94192004	0.8160623	0.9072378	0.9689684	0.74110734	0.5858121	0.8744789	0.0	0.9491199	0.88263094	0.82889855	0.86370015	0.7334574	0.8681566	0.9708876
hoofd/noun	0.98578244	0.85833144	0.91205865	0.89450634	0.93990535	0.9237163	0.9417288	0.902701	0.73318255	0.9548102	0.6516465	0.87382054	0.87100095	0.87696266	0.85897565	0.908792	0.44686157	0.91947174	0.97211534	0.89190775	0.87807053	0.48725194	0.9878539	0.94796896	0.920148	0.91897154	0.3647954	0.8484385	0.79535973	0.85050595	0.9163354	0.81521463	0.6605909	0.943469	0.6712475	0.92370635	0.9037864	0.9322498	0.9315054	0.5058446	0.6073939	0.9215202	0.74655104	0.8602249	0.9411639	0.84431005	0.8594614	0.7120579	0.78808385	0.82432413	0.8954758	0.8637607	0.8800002	0.8714014	0.89402723	0.849496	0.8980075	0.92656195	0.64966667	0.56006074	0.9034961	0.87820023	0.9263329	0.9170477	0.8616394	0.83298826	0.92440945	0.7182286	0.93213505	0.987213	0.8794106	0.97977006	0.7719779	0.6587919	0.86718315	0.9331658	0.6424055	0.87178546	0.897134	0.9260347	0.85455906	0.7253387	0.72630155	0.6172701	0.85406727	0.95094794	0.6402379	0.90420973	0.61027515	0.90711623	0.76553863	0.86538315	0.8850696	0.90595937	0.8958662	0.6081308	0.8278194	0.9210892	0.8854965	0.9194721	0.8201137	0.9249056	0.9320009	0.9219754	0.7193303	0.9344385	0.74843264	0.6772193	0.92302144	0.84729975	0.8280109	0.7969879	0.915205	0.8876109	0.8580227	0.5126512	0.7365626	0.83954537	0.8214841	0.79881144	0.82255656	0.6100711	0.79594934	0.9213174	0.87805283	0.9491199	0.0	0.53608036	0.8641485	0.93872094	0.95546645	0.9128276	0.4266942
hij/pron	0.9543457	0.50504804	0.9300583	0.97817665	0.97633475	0.7926633	0.94927627	0.9789352	0.7134292	0.92175114	0.56922555	0.82047427	0.9659009	0.89234036	0.88532466	0.96329826	0.4749136	0.8525002	0.931643	0.9456897	0.9764975	0.6704686	0.97208786	0.85759455	0.89432436	0.961737	0.4264446	0.90375966	0.77069575	0.67611015	0.9626016	0.8287314	0.76450634	0.9581634	0.7908416	0.9512594	0.89348024	0.9449426	0.9242446	0.43792218	0.5222088	0.95097244	0.8581306	0.7544307	0.9501771	0.95149606	0.92417246	0.85792243	0.43330443	0.7179384	0.93299174	0.93748593	0.81278855	0.9022486	0.7188717	0.96801376	0.94918597	0.931434	0.6121824	0.60926795	0.99424016	0.9539287	0.80199194	0.8892044	0.6563888	0.96803826	0.9427619	0.7418224	0.9629703	0.9805737	0.87114704	0.9844812	0.85388714	0.6672125	0.67229915	0.9253123	0.6129123	0.91106087	0.95717424	0.8523982	0.96539456	0.77124846	0.62696016	0.098463595	0.8957573	0.9637421	0.3818866	0.8098195	0.6452725	0.9887864	0.57962966	0.9139604	0.9189417	0.81711614	0.9123493	0.55423844	0.7721814	0.9899023	0.9646498	0.9067384	0.90165323	0.8515429	0.9667735	0.91609424	0.71774113	0.93778765	0.7690133	0.8001769	0.6902366	0.98552984	0.9100046	0.82615787	0.8844951	0.9562484	0.6933565	0.5571202	0.87366414	0.92530996	0.7884955	0.80343217	0.93255043	0.67543834	0.93822736	0.9104876	0.9104506	0.88263094	0.53608036	0.0	0.95879555	0.9798539	0.7708657	0.8778308	0.43160623
hoog/adj	0.72709143	0.83037835	0.53021955	0.7758351	0.7430208	0.9829493	0.58328056	0.4887243	0.9688027	0.9509724	0.9696627	0.80591524	0.3897888	0.58074784	0.3748045	0.36411035	0.9237896	0.94289804	0.77358234	0.758054	0.94967186	0.8914046	0.8135003	0.7670696	0.60932887	0.45789522	0.9313289	0.7654562	0.95303994	0.9177565	0.61271787	0.91482204	0.83643603	0.61068404	0.9882132	0.15719539	0.5591054	0.7097471	0.5579062	0.94022876	0.8852075	0.44781882	0.8895475	0.7211702	0.42058498	0.7232162	0.46419793	0.507744	0.7169378	0.84185237	0.6197659	0.47106642	0.7139213	0.6487872	0.6418816	0.7527249	0.3264858	0.63371336	0.9326493	0.9520441	0.7209748	0.5559901	0.69578636	0.69294274	0.89407825	0.3400464	0.66117424	0.69589376	0.33237344	0.56978965	0.5267366	0.60281783	0.8746228	0.79206324	0.80337846	0.9980446	0.97513103	0.43448842	0.45548546	0.74932194	0.8713791	0.89207304	0.9158034	0.9414769	0.65515196	0.35948586	0.95719254	0.86447763	0.8460685	0.80744374	0.76545125	0.4737088	0.559392	0.92202675	0.33369386	0.9685622	0.9563793	0.79264104	0.77303416	0.56301785	0.72197795	0.7613944	0.4535058	0.62357426	0.85659844	0.6789471	0.9711029	0.5170821	0.9124016	0.711538	0.8036953	0.7115358	0.7458265	0.5389981	0.86491907	0.6421062	0.55756617	0.69418085	0.9487133	0.873788	0.52140176	0.90814376	0.70395213	0.59028697	0.47467136	0.82889855	0.8641485	0.95879555	0.0	0.51283723	0.8212222	0.6678477	0.95364285
voorheffing/noun	0.81544036	0.8284109	0.5616187	0.89212584	0.7769539	0.9821472	0.30607688	0.5665226	0.90251887	0.98796964	0.9788727	0.796028	0.5657787	0.7355282	0.51600707	0.34695655	0.973504	0.9599714	0.73355746	0.58225083	0.96199495	0.970722	0.86176276	0.87709844	0.63743466	0.6715638	0.9726848	0.87534195	0.9481843	0.9762233	0.51335347	0.9498027	0.89588517	0.4941818	0.98728675	0.37391728	0.64986956	0.5947752	0.5741631	0.9735665	0.87908363	0.2838753	0.97181314	0.7598462	0.4116301	0.8918492	0.6128738	0.5856453	0.6842253	0.6791252	0.4783389	0.37495047	0.74452555	0.81833714	0.6031522	0.682511	0.25512773	0.78201896	0.96598476	0.95102316	0.6001067	0.41423696	0.790751	0.84668	0.98670006	0.31301814	0.618415	0.6480478	0.3187018	0.28149337	0.6329252	0.5757681	0.9296565	0.8725658	0.7309197	0.91753435	0.9992997	0.42307097	0.5226997	0.7885045	0.8202725	0.86342937	0.9621147	0.9774056	0.41481513	0.28149408	0.98823893	0.97694194	0.89611423	0.8901407	0.8507684	0.53130186	0.5626242	0.70376915	0.53436327	0.9892914	0.94773066	0.6727374	0.8113967	0.34740233	0.8968646	0.797406	0.45727056	0.55384135	0.83702815	0.55943537	0.9564162	0.6574029	0.9498563	0.61293936	0.9012344	0.8926308	0.6949079	0.31794405	0.8195139	0.65954006	0.60100675	0.47569442	0.96950054	0.9057104	0.39477724	0.93796915	0.8449642	0.73351896	0.6656052	0.86370015	0.93872094	0.9798539	0.51283723	0.0	0.769394	0.77975553	0.9714762
ook/adv	0.934383	0.5219648	0.7464749	0.90752506	0.83555114	0.78119516	0.7997308	0.7826314	0.8300066	0.920964	0.76084214	0.69001013	0.7862869	0.7017016	0.75176406	0.77698207	0.933589	0.9399784	0.82969147	0.8685454	0.9301168	0.9514743	0.9391732	0.8135053	0.8345864	0.83856213	0.94747084	0.86999905	0.8653451	0.8406799	0.78306204	0.86753	0.88676333	0.8113026	0.9471309	0.8179625	0.66526985	0.8596158	0.7698737	0.9397689	0.7854151	0.77708185	0.9177159	0.5816169	0.70355606	0.8957068	0.82823646	0.74115336	0.62031376	0.8231604	0.8061055	0.75122523	0.8377383	0.77041435	0.6722791	0.8626797	0.74934685	0.8487896	0.77824265	0.9234377	0.8411633	0.8549675	0.4846881	0.87104076	0.6108646	0.8445543	0.81768596	0.689886	0.74899685	0.82008255	0.69847035	0.8860632	0.9097422	0.8179909	0.6641847	0.9836223	0.95962214	0.80842054	0.81791216	0.6422838	0.9088993	0.9289235	0.9230467	0.6792622	0.8015234	0.71231174	0.7287535	0.83742344	0.91082174	0.98417974	0.82706517	0.8380919	0.8358765	0.7855746	0.7625027	0.8648351	0.9224989	0.8000011	0.78568196	0.76615477	0.9016113	0.74667513	0.70369524	0.81847525	0.8927573	0.77629346	0.8632494	0.9073233	0.50139713	0.8533493	0.87041456	0.9311432	0.7234893	0.831678	0.7545591	0.78847945	0.75285953	0.816706	0.8355222	0.7373167	0.849584	0.92281276	0.8759193	0.79679984	0.8385136	0.7334574	0.95546645	0.7708657	0.8212222	0.769394	0.0	0.8268993	0.9173983
opslag/noun	0.7614703	0.8466989	0.6981687	0.9314543	0.70981455	0.94818616	0.7290975	0.68562853	0.84537745	0.9942543	0.9427448	0.8901217	0.6522488	0.7707295	0.7233963	0.7226471	0.9046314	0.9622473	0.9184888	0.7479255	0.9440365	0.88725394	0.91425586	0.8833591	0.828022	0.6863313	0.85672444	0.76890033	0.9441593	0.6445637	0.84616405	0.8841778	0.79866195	0.8204745	0.9482179	0.607034	0.78334635	0.88966256	0.7842003	0.9109342	0.9090894	0.6991183	0.96091473	0.9039813	0.7326145	0.8568009	0.55277264	0.7224463	0.8009446	0.86521864	0.77967113	0.7164843	0.8164195	0.7987649	0.76513183	0.52188075	0.6744286	0.7855852	0.9443485	0.92315686	0.7694855	0.603146	0.8291758	0.81407905	0.9250231	0.5968313	0.73873556	0.89230037	0.6280788	0.77462316	0.7502308	0.73398185	0.8439474	0.8387599	0.8867981	0.9873402	0.9911189	0.69637495	0.8026211	0.8107861	0.89829874	0.86829984	0.95995826	0.8566787	0.8170889	0.6744106	0.8800635	0.93624	0.7402041	0.799936	0.90774596	0.6874464	0.91016036	0.910216	0.6275833	0.83570385	0.9425502	0.7365639	0.8436726	0.7873231	0.91320586	0.76153314	0.7408526	0.7074971	0.92002404	0.55387443	0.8076515	0.69629174	0.95140195	0.9027892	0.7390887	0.80321604	0.77732617	0.7652393	0.8870847	0.70256793	0.7063152	0.6311035	0.90672535	0.88701886	0.6460874	0.77470577	0.8674828	0.70927644	0.827604	0.8681566	0.9128276	0.8778308	0.6678477	0.77975553	0.8268993	0.0	0.70758533
